"Gene","FN","FS","PN","PS","Trepl","Tsil"
"LOC107965320",3,3,0,0,700.0002,199.9998
"LOC107965322",1,0,0,0,549.6667,170.3333
"LOC107965323",0,2,0,2,913.3332,346.6668
"LOC107965329",1,1,2,2,1366.0002,631.9998
"LOC107965338",2,6,0,1,8034.0003,3251.9997
"LOC107965339",4,7,0,0,5742,1980
"LOC107965344",1,2,1,5,2796.0003,1118.9997
"LOC107965348",1,0,2,0,987,426
"LOC107965354",0,4,0,0,1768,680
"LOC107965359",4,1,0,0,3961.6665,1348.3335
"LOC107965361",0,2,1,0,869.0001,327.9999
"LOC107965367",0,1,0,0,177.3333,83.6667
"LOC107965368",4,17,0,0,27237,10122
"LOC107965378",4,5,3,4,8928,2880
"LOC107965397",3,0,0,0,819,351
"LOC107965398",3,0,1,0,946.6668,481.3332
"LOC107965399",0,2,0,0,314.6666,105.3334
"LOC107965412",2,5,0,1,1936,608
"LOC107965415",0,7,8,7,16522,7700
"LOC107965423",1,1,1,3,1308,528
"LOC107965436",6,3,0,7,4320,1536
"LOC107965439",0,0,3,3,1378.0002,565.9998
"LOC107965441",2,0,0,0,510.6666,155.3334
"LOC107965443",4,1,1,1,2571.3331,830.6669
"LOC107965449",0,1,0,0,441,159
"LOC107965457",0,0,0,16,8016,3312
"LOC107965470",0,1,0,1,434,184
"LOC107965473",6,0,0,0,3190.0002,1021.9998
"LOC107965480",4,1,2,0,3976,1253
"LOC107965481",2,0,2,1,1148.3335,441.6665
"LOC107965485",21,33,11,29,379634.6698,159549.3302
"LOC107965488",2,1,2,0,1145,475
"LOC107965493",13,20,64,46,255302.6619,126936.3381
"LOC107965494",2,0,0,0,452.6666,171.3334
"LOC107965501",1,3,2,0,2056.0002,697.9998
"LOC107965508",5,2,0,0,6204.3331,1901.6669
"LOC107965518",0,0,0,2,628,242
"LOC107965521",4,0,1,0,1278.3335,536.6665
"LOC107965526",0,2,0,5,1498,539
"LOC107965528",1,0,1,3,1736.6665,768.3335
"LOC107965531",3,2,0,0,4445,1390
"LOC107965532",1,2,0,0,1554.9999,569.0001
"LOC107965534",0,2,0,0,626,280
"LOC107965547",1,0,0,0,318.3333,125.6667
"LOC107965557",6,4,1,1,9264,2580
"LOC107965561",2,8,0,0,3313.333,1336.667
"LOC107965562",3,7,0,0,5763.333,2006.667
"LOC107965563",1,0,0,2,656.0001,261.9999
"LOC107965564",4,0,0,1,1106.6665,333.3335
"LOC107965571",2,2,0,0,1426.6668,409.3332
"LOC107965576",0,1,0,0,226.6667,79.3333
"LOC107965577",0,1,0,0,319.6667,85.3333
"LOC107965586",1,1,0,0,676,332
"LOC107965597",1,1,0,0,284.6666,99.3334
"LOC107965601",6,8,4,11,39101.6657,16056.3343
"LOC107965608",0,3,0,2,2725,1250
"LOC107965609",0,1,0,0,225.3333,95.6667
"LOC107965618",1,2,2,5,6006.667,1823.333
"LOC107965626",3,5,0,0,1802.6664,1005.3336
"LOC107965628",0,1,0,0,740.6667,306.3333
"LOC107965629",0,0,3,0,842.0001,228.9999
"LOC107965630",4,12,0,2,20034,7020
"LOC107965656",0,0,1,0,874.6667,241.3333
"LOC107965657",8,2,0,0,10480,2810
"LOC107965664",2,4,1,0,2062.6669,604.3331
"LOC107965670",0,1,0,0,392.6667,144.3333
"LOC107965672",2,4,0,0,1804.0002,625.9998
"LOC107965673",2,2,6,4,11984,5236
"LOC107965674",1,3,3,0,1943.6669,639.3331
"LOC107965687",0,1,0,0,211.6667,61.3333
"LOC107965692",2,4,0,0,10411.9998,3592.0002
"LOC107965695",0,2,0,5,2051,721
"LOC107965706",1,3,0,0,808,272
"LOC107965707",0,0,5,4,2214,864
"LOC107965709",1,3,0,4,3256,1112
"LOC107965717",3,1,1,0,1556.6665,648.3335
"LOC107965718",3,0,1,1,1426.6665,568.3335
"LOC107965719",0,2,1,1,514.6668,217.3332
"LOC107965746",8,1,6,1,20304,5376
"LOC107965748",0,7,1,3,4774,1958
"LOC107965751",1,0,0,0,206.3333,63.6667
"LOC107965756",10,0,2,0,3620.0004,843.9996
"LOC107965760",0,6,0,0,3424.0002,1165.9998
"LOC107965761",2,1,0,0,1404.9999,476.0001
"LOC107965762",5,0,1,1,2125.6669,709.3331
"LOC107965763",2,2,2,1,1409.3331,459.6669
"LOC107965765",1,0,0,0,255,114
"LOC107965771",0,0,4,3,1743,651
"LOC107965772",5,0,0,0,1538.3335,621.6665
"LOC107965773",1,2,0,0,578.0001,195.9999
"LOC107965774",1,2,0,1,1672,500
"LOC107965775",12,6,0,0,12623.9994,4116.0006
"LOC107965776",2,2,0,1,1223.3335,351.6665
"LOC107965791",4,5,0,0,4011.0003,1199.9997
"LOC107965792",1,1,1,1,893.3332,366.6668
"LOC107965795",1,1,0,0,878.6666,279.3334
"LOC107965801",2,1,1,3,1983.3331,893.6669
"LOC107965807",0,0,1,1,496.6666,157.3334
"LOC107965813",0,0,2,0,504,192
"LOC107965816",2,0,0,0,300,114
"LOC107965817",0,1,0,0,165.3333,65.6667
"LOC107965818",9,5,3,0,15300,4794
"LOC107965822",1,2,3,2,4264,1616
"LOC107965827",5,0,1,0,2668.0002,769.9998
"LOC107965828",0,1,0,0,197.3333,75.6667
"LOC107965837",0,0,0,2,157.3334,70.6666
"LOC107965838",12,2,0,0,8792,2590
"LOC107965839",0,0,2,0,473.3334,138.6666
"LOC107965841",0,0,1,0,214,56
"LOC107965842",0,1,0,0,86.3333,30.6667
"LOC107965845",2,2,1,0,1456.6665,658.3335
"LOC107965847",0,0,1,0,270.3333,92.6667
"LOC107965849",0,0,1,1,371.3334,132.6666
"LOC107965850",0,0,0,1,258.3333,71.6667
"LOC107965852",1,0,0,4,2560,1160
"LOC107965854",0,0,2,0,843.3334,278.6666
"LOC107965855",0,0,2,1,1160.0001,351.9999
"LOC107965860",1,1,0,0,380.6666,111.3334
"LOC107965863",1,3,5,4,4012.6671,1525.3329
"LOC107965864",0,2,1,0,618,246
"LOC107965868",0,1,0,0,99,54
"LOC107965869",1,12,1,1,13879.9995,4525.0005
"LOC107965881",2,1,5,2,4033.333,1786.667
"LOC107965882",5,5,9,17,59447.9988,21120.0012
"LOC107965891",1,2,4,1,1301.3336,450.6664
"LOC107965893",0,2,0,4,1891.9998,610.0002
"LOC107965894",0,1,0,1,383.3334,144.6666
"LOC107965906",0,2,6,14,29656,12980
"LOC107965921",0,0,2,3,1286.6665,393.3335
"LOC107965922",0,0,1,1,689.3334,246.6666
"LOC107965929",0,1,0,1,597.3334,266.6666
"LOC107965946",1,6,0,3,4980,1740
"LOC107965950",1,4,0,1,1236,402
"LOC107965955",2,2,2,2,2778.6664,893.3336
"LOC107965956",0,3,0,3,1104,426
"LOC107965960",0,1,0,0,89.3333,33.6667
"LOC107965976",0,2,0,2,812,268
"LOC107965979",0,5,0,1,2352,816
"LOC107965981",0,0,19,2,8624.0007,3534.9993
"LOC107965985",1,1,7,6,7690.0005,3289.9995
"LOC107965988",3,2,0,0,1593.3335,431.6665
"LOC107965993",0,4,0,0,884,292
"LOC107965996",8,4,2,0,11097.3338,3434.6662
"LOC107966017",0,1,1,0,441.3334,140.6666
"LOC107966021",0,6,0,3,5843.9997,2013.0003
"LOC107966025",1,4,1,2,2042.6664,813.3336
"LOC107966027",2,4,3,0,6054.0003,1910.9997
"LOC107966034",2,1,0,0,1119,321
"LOC107966035",0,3,0,5,2058.6664,821.3336
"LOC107966037",0,2,0,0,492.6666,197.3334
"LOC107966040",1,1,0,0,468,120
"LOC107966047",4,8,0,1,5464.3329,1828.6671
"LOC107966050",5,4,2,0,4898.6663,1536.3337
"LOC107966051",1,3,0,1,1633.3335,511.6665
"LOC107966053",12,8,0,0,24260,8440
"LOC107966055",2,3,0,0,1938.3335,521.6665
"LOC107966059",1,4,0,0,1021.6665,358.3335
"LOC107966060",7,1,54,32,226446,92778
"LOC107966062",0,0,1,0,465,171
"LOC107966074",0,0,9,7,6464,2080
"LOC107966085",4,3,1,0,4120,1544
"LOC107966086",1,0,0,0,460.3333,214.6667
"LOC107966087",1,2,0,0,1821,519
"LOC107966108",3,0,5,4,4232.0004,1815.9996
"LOC107966117",3,3,0,0,5032.0002,1627.9998
"LOC406073",0,17,0,7,62280,23328
"LOC406081",3,5,8,19,46351.6655,18328.3345
"LOC406093",1,6,0,1,1312,584
"LOC406096",0,1,0,4,4313.3335,1521.6665
"LOC406097",2,13,0,0,27390,9240
"LOC406105",6,10,2,4,25549.3326,9298.6674
"LOC406114",4,7,5,20,40115.9988,13236.0012
"LOC406115",2,3,0,4,2166.0003,911.9997
"LOC406118",5,2,1,1,7170.0003,2630.9997
"LOC406124",0,1,0,5,6889.9998,2650.0002
"LOC406139",0,11,0,9,60326.666,23133.334
"LOC406142",0,4,1,1,1723.9998,616.0002
"LOC406144",1,2,1,1,608.3335,201.6665
"LOC406145",0,1,1,0,338.6666,129.3334
"LOC406146",6,10,3,5,20143.9992,7432.0008
"LOC406147",4,4,0,0,4394.6664,1533.3336
"LOC406152",0,4,0,0,4046.6668,1437.3332
"LOC408264",0,12,0,4,31589.3328,12906.6672
"LOC408267",0,29,2,27,148750.6686,58309.3314
"LOC408269",0,3,0,0,500.0001,165.9999
"LOC408271",2,20,0,5,47007,20547
"LOC408272",8,10,1,2,23709,8799
"LOC408275",1,12,0,2,20665.0005,8539.9995
"LOC408276",0,2,0,0,2980,1232
"LOC408277",0,18,1,14,44737.0011,17830.9989
"LOC408278",0,11,1,13,27225,12375
"LOC408280",1,6,3,4,16870,7238
"LOC408282",3,9,0,1,25683.6671,10118.3329
"LOC408283",0,2,0,0,1983.3334,710.6666
"LOC408285",5,8,1,2,22010.6672,9045.3328
"LOC408286",1,16,0,0,39734.6661,14988.3339
"LOC408288",4,6,0,0,9453.333,3236.667
"LOC408291",8,1,0,0,7643.9997,3156.0003
"LOC408292",0,9,0,0,8975.9997,3768.0003
"LOC408293",3,2,2,1,13888,5384
"LOC408294",0,2,0,0,1455.3334,524.6666
"LOC408295",4,24,5,6,83720.0013,32811.9987
"LOC408297",2,9,2,5,23880.0006,10409.9994
"LOC408298",0,32,0,0,68992,28736
"LOC408299",2,2,0,1,3565,1205
"LOC408302",0,11,0,3,16856,6664
"LOC408303",0,3,0,1,2144,760
"LOC408304",2,8,2,5,12942.6661,4193.3339
"LOC408305",0,10,0,0,12006.667,4673.333
"LOC408306",0,6,0,6,27404.0004,10143.9996
"LOC408308",0,4,0,0,1241.3332,534.6668
"LOC408310",0,6,0,2,3088,1184
"LOC408311",1,18,0,5,47911.9992,18760.0008
"LOC408312",0,3,1,0,5877.3332,1982.6668
"LOC408314",0,2,1,0,1697.0001,597.9999
"LOC408315",0,18,0,9,27369.0009,10457.9991
"LOC408316",7,21,1,13,215977.9986,75334.0014
"LOC408317",1,17,1,7,22793.3342,8406.6658
"LOC408319",2,6,0,1,24975,8775
"LOC408320",4,3,0,0,3812.6669,1395.3331
"LOC408321",1,14,0,0,18325.0005,6019.9995
"LOC408323",0,1,0,0,401.3333,144.6667
"LOC408324",3,22,0,3,36717.3324,13430.6676
"LOC408327",2,5,0,0,4797.3331,1733.6669
"LOC408328",9,5,0,1,15754.9995,5395.0005
"LOC408329",13,22,1,7,65102,27004
"LOC408331",1,14,0,4,42389,17404
"LOC408332",9,24,1,6,159320,55120
"LOC408333",11,53,3,10,414773.3359,174045.6641
"LOC408335",4,20,5,14,169721,67381
"LOC408336",2,5,1,1,19397.9997,6387.0003
"LOC408337",9,43,10,23,584686.6695,248908.3305
"LOC408339",0,1,0,1,1006,350
"LOC408342",3,41,0,12,254744,112336
"LOC408343",0,2,0,0,2251.3334,826.6666
"LOC408344",2,2,0,2,2674.0002,943.9998
"LOC408345",4,4,0,0,15837.3336,5738.6664
"LOC408346",0,0,0,1,556.6667,187.3333
"LOC408347",1,6,0,0,9093,3612
"LOC408348",1,2,2,5,3716.667,1563.333
"LOC408349",4,2,1,2,8640,3051
"LOC408351",7,40,8,8,178310.9979,71547.0021
"LOC408352",3,1,0,0,2704,932
"LOC408353",1,1,0,0,1207.3334,460.6666
"LOC408354",1,40,0,1,117403.9986,47404.0014
"LOC408355",5,3,0,0,5253.3336,1802.6664
"LOC408358",6,26,1,9,125538,51996
"LOC408359",0,12,0,6,23148,9630
"LOC408361",1,6,1,0,5680,1928
"LOC408362",0,4,0,9,9481.3329,3232.6671
"LOC408364",0,5,0,3,4312,2144
"LOC408365",0,13,0,9,26678.6674,8499.3326
"LOC408367",0,11,0,2,13845,4875
"LOC408368",0,9,0,4,12662,4264
"LOC408369",1,3,1,0,2111.6665,738.3335
"LOC408371",6,4,1,2,15686.6671,5880.3329
"LOC408372",0,2,0,0,2330,1036
"LOC408373",2,10,0,0,27608.0004,11235.9996
"LOC408374",12,43,3,10,374974.6644,164197.3356
"LOC408381",2,10,1,18,45218.6677,16161.3323
"LOC408382",1,6,1,9,16178.3339,6057.6661
"LOC408384",1,1,0,0,2145.3334,740.6666
"LOC408386",1,4,0,0,3210,1080
"LOC408387",0,6,0,0,5976,1764
"LOC408388",0,0,0,1,1002,351
"LOC408389",0,12,0,3,29374.9995,12430.0005
"LOC408390",2,11,0,2,26545.0005,11479.9995
"LOC408391",0,3,0,2,4683.3335,1661.6665
"LOC408392",7,3,0,0,16536.667,5693.333
"LOC408393",5,39,1,23,329822.6644,122445.3356
"LOC408394",10,57,2,33,395318.0034,155787.9966
"LOC408395",5,9,3,10,34776,12447
"LOC408397",0,1,0,0,906.3333,365.6667
"LOC408398",3,4,4,8,17885.3327,6681.6673
"LOC408400",0,4,0,0,1577.3332,594.6668
"LOC408401",0,5,0,0,12670,5165
"LOC408405",1,31,2,9,115555.3319,46468.6681
"LOC408406",1,6,0,0,6731.6669,2886.3331
"LOC408407",0,0,0,1,147.3333,47.6667
"LOC408408",5,14,2,7,58968,25704
"LOC408411",0,13,0,1,15115.3338,5716.6662
"LOC408413",0,3,0,0,2151,738
"LOC408414",0,3,0,2,3180,1095
"LOC408416",0,1,0,1,1984,800
"LOC408420",4,20,7,6,102391.3321,43573.6679
"LOC408421",5,1,1,2,8100,2754
"LOC408426",1,2,0,0,1599,570
"LOC408427",22,75,3,41,774231,281577
"LOC408428",2,2,2,12,10350,3258
"LOC408429",1,29,0,14,151096,65252
"LOC408430",0,11,0,2,12961,5408
"LOC408431",0,9,1,2,22944,8808
"LOC408432",0,5,0,12,20184.6661,7355.3339
"LOC408433",1,4,0,0,5741.6665,2088.3335
"LOC408434",2,12,1,5,25153.334,8446.666
"LOC408435",1,3,0,1,7400,3115
"LOC408438",1,9,0,3,30792.6671,12848.3329
"LOC408439",7,10,0,0,28497.6661,7712.3339
"LOC408441",0,2,0,0,1550.6666,525.3334
"LOC408442",0,3,0,0,2735.0001,1062.9999
"LOC408443",0,9,0,6,15370.0005,6949.9995
"LOC408444",2,44,4,33,563957.3361,213918.6639
"LOC408446",3,25,0,4,55616,20128
"LOC408447",2,15,0,3,31413.334,12086.666
"LOC408448",1,5,0,1,10129,4130
"LOC408449",0,2,0,1,2205,810
"LOC408451",7,11,9,12,93665.0013,33279.9987
"LOC408452",3,7,1,6,20298,6885
"LOC408453",5,16,3,4,31808,11704
"LOC408455",0,1,0,0,1137,423
"LOC408456",2,9,0,2,14378,5746
"LOC408457",2,0,0,0,850,290
"LOC408458",1,8,0,0,19289.9997,7710.0003
"LOC408461",2,4,0,0,6546,2328
"LOC408462",7,15,6,15,68298.3319,27161.6681
"LOC408463",6,17,4,6,59422.0011,24430.9989
"LOC408464",3,5,0,0,8293.3336,2746.6664
"LOC408465",0,1,0,0,275.6667,96.3333
"LOC408467",2,29,1,8,81320,32320
"LOC408470",0,11,0,2,9927.6671,4151.3329
"LOC408471",4,51,9,47,530358,219891
"LOC408473",4,4,1,1,5173.333,2296.667
"LOC408474",7,9,1,8,31441.6675,11158.3325
"LOC408477",1,1,0,0,656.6666,201.3334
"LOC408478",0,18,0,2,23220,9540
"LOC408480",0,8,0,1,9065.9997,3354.0003
"LOC408481",0,4,0,0,2348,784
"LOC408493",2,3,0,0,2205,735
"LOC408494",10,14,3,9,82644.0012,29135.9988
"LOC408497",4,4,0,1,22128.0003,7274.9997
"LOC408500",2,10,0,1,22919,7579
"LOC408501",1,15,0,0,30970.6672,11941.3328
"LOC408503",3,2,1,2,3770.6664,1413.3336
"LOC408504",0,21,0,6,48446.9991,19188.0009
"LOC408507",1,7,0,1,18938.9997,7278.0003
"LOC408508",1,6,2,4,16947.6671,6530.3329
"LOC408509",0,16,1,12,31513.3343,11290.6657
"LOC408510",1,5,6,6,13554,5562
"LOC408511",0,2,0,0,1038,354
"LOC408512",5,8,0,0,23902.6671,8545.3329
"LOC408515",0,7,0,0,2263.3331,865.6669
"LOC408516",3,7,0,0,4696.667,1723.333
"LOC408517",4,18,5,9,44280,18360
"LOC408519",2,19,0,5,73996,28418
"LOC408522",1,3,0,4,3146.6664,1197.3336
"LOC408523",0,11,0,1,17340,6492
"LOC408524",0,3,0,6,12426.0003,4529.9997
"LOC408525",1,6,1,11,22204.6673,9145.3327
"LOC408526",0,4,0,1,4556.6665,1893.3335
"LOC408527",0,1,0,0,571.3333,184.6667
"LOC408528",0,14,1,15,53250,23250
"LOC408531",0,2,0,0,960.6666,329.3334
"LOC408532",0,4,0,0,1532,508
"LOC408533",5,15,0,1,62279.0007,23400.9993
"LOC408534",3,4,1,2,7260,2520
"LOC408536",1,11,3,11,38740,14456
"LOC408538",4,5,0,1,5680,2360
"LOC408539",8,7,1,2,12641.9994,4746.0006
"LOC408542",4,2,0,0,6754.0002,2479.9998
"LOC408543",0,6,0,0,7864.0002,3349.9998
"LOC408544",3,7,4,3,19929.6661,6947.3339
"LOC408546",0,7,0,3,24750,8820
"LOC408547",0,0,1,1,548,208
"LOC408548",5,10,0,0,27480,10230
"LOC408551",21,44,2,33,392233.33,157966.67
"LOC408552",6,64,1,39,451733.337,185166.663
"LOC408554",2,64,0,35,385719,133017
"LOC408556",0,7,0,2,16953.0003,6077.9997
"LOC408557",0,2,1,0,2691,864
"LOC408558",3,4,0,2,9065.9997,3597.0003
"LOC408559",5,3,1,3,13136.0004,4503.9996
"LOC408561",3,14,1,6,39888,15984
"LOC408562",13,14,14,8,102083.3317,42123.6683
"LOC408563",7,30,2,6,139545,50400
"LOC408564",5,22,2,8,53243,18796
"LOC408565",4,11,0,0,25744.9995,8545.0005
"LOC408567",11,11,0,0,20760.6674,6827.3326
"LOC408568",9,8,0,0,18603.6661,6029.3339
"LOC408569",0,1,0,0,867.3333,296.6667
"LOC408570",2,15,0,4,37149,14196
"LOC408572",0,1,0,0,424.6667,142.3333
"LOC408573",0,1,0,0,521.6667,216.3333
"LOC408574",0,2,0,0,3610,1394
"LOC408575",0,4,0,0,3889.3332,1402.6668
"LOC408576",0,5,0,10,17584.9995,6850.0005
"LOC408577",0,13,0,6,51287.3327,20361.6673
"LOC408578",2,5,0,0,7163.3331,2538.6669
"LOC408579",1,3,1,2,13426,5222
"LOC408580",2,2,1,0,6968.3335,2316.6665
"LOC408583",1,1,0,2,4221.3332,1586.6668
"LOC408585",0,0,0,5,2156.6665,708.3335
"LOC408586",0,3,0,2,5453.3335,2241.6665
"LOC408587",3,2,1,8,21760.6662,8563.3338
"LOC408591",3,6,0,0,11367,4320
"LOC408592",0,4,0,0,3512,1216
"LOC408594",6,24,2,19,331177.0017,130729.9983
"LOC408595",0,8,0,7,15795,6030
"LOC408596",0,16,0,3,14129.6673,5136.3327
"LOC408597",0,8,0,1,7607.9997,2679.0003
"LOC408598",0,22,0,1,28313,10120
"LOC408600",2,1,1,0,4818.6668,1325.3332
"LOC408601",0,3,0,1,1761.3332,578.6668
"LOC408602",3,29,1,24,150746.0019,60096.9981
"LOC408603",11,3,4,14,43978.6656,15733.3344
"LOC408604",1,6,0,0,6155.3331,2349.6669
"LOC408607",11,20,5,8,134229.3348,53474.6652
"LOC408608",1,1,0,0,786.6666,305.3334
"LOC408609",2,8,0,2,15792,5700
"LOC408614",1,2,0,0,1545.9999,506.0001
"LOC408615",0,2,0,0,1550.6666,531.3334
"LOC408616",0,1,0,0,1012,371
"LOC408618",0,26,3,13,97846.0014,36721.9986
"LOC408619",0,5,0,0,5878.3335,2251.6665
"LOC408620",0,4,0,1,3615,1290
"LOC408622",2,18,0,9,28429.6657,10111.3343
"LOC408623",1,1,3,2,6773.6669,2592.3331
"LOC408624",2,15,0,0,52360,20111
"LOC408625",0,33,0,3,244080,90504
"LOC408626",3,3,0,1,8327.6669,3054.3331
"LOC408631",4,19,2,5,111900,44340
"LOC408632",0,2,0,0,983.3334,378.6666
"LOC408634",0,4,0,0,4428,1740
"LOC408641",3,1,2,6,9288,2952
"LOC408642",1,6,0,0,6353.6669,2256.3331
"LOC408643",0,12,0,2,12049.3338,4834.6662
"LOC408645",0,3,0,2,10008.3335,3716.6665
"LOC408646",1,5,0,10,23200,9296
"LOC408649",1,20,1,8,72260.001,26649.999
"LOC408650",0,17,0,2,12761.6673,4110.3327
"LOC408652",2,13,1,4,43360,17180
"LOC408653",1,48,0,11,182080.002,67759.998
"LOC408655",3,7,0,0,7833.333,2996.667
"LOC408656",1,8,0,0,24111,8019
"LOC408657",1,2,0,0,3339.9999,1205.0001
"LOC408660",4,9,0,3,10533.3328,4538.6672
"LOC408661",6,17,10,7,80093.332,32226.668
"LOC408662",2,12,0,2,42741.3328,14330.6672
"LOC408664",0,23,0,2,75050,28975
"LOC408666",5,5,1,1,8424,3060
"LOC408668",3,8,3,2,24656,8512
"LOC408669",3,9,0,0,18327.9996,7376.0004
"LOC408670",2,17,0,5,104616,43344
"LOC408673",0,5,0,1,3811.9998,1462.0002
"LOC408674",4,14,0,6,22591.9992,9736.0008
"LOC408675",9,1,0,0,5726.667,1893.333
"LOC408676",1,8,0,2,13365,5478
"LOC408677",16,62,58,322,4636944.6514,1816733.3486
"LOC408680",1,121,3,87,2398285.3404,879022.6596
"LOC408685",2,10,0,2,33268.6662,14023.3338
"LOC408686",1,5,0,1,6491.3331,1950.6669
"LOC408687",1,2,1,1,4163.3335,1401.6665
"LOC408688",0,30,0,29,237750.3353,95894.6647
"LOC408690",2,5,1,1,6558.0003,2594.9997
"LOC408693",2,21,0,3,49686,18798
"LOC408694",2,23,0,5,42020.001,14859.999
"LOC408695",2,8,0,1,8055.6663,2999.3337
"LOC408696",1,3,4,6,9114,3444
"LOC408697",3,30,0,11,100305.3348,40802.6652
"LOC408699",10,12,0,3,46216.6675,15883.3325
"LOC408701",0,4,0,0,4069.3332,1726.6668
"LOC408702",0,14,0,1,9765,3465
"LOC408703",2,9,2,3,13872,5808
"LOC408705",2,8,0,5,29224.9995,10645.0005
"LOC408706",1,6,0,0,12903.3331,4568.6669
"LOC408708",0,2,0,0,825.3334,284.6666
"LOC408710",1,8,0,1,7993.333,3136.667
"LOC408711",1,6,1,3,4180,1364
"LOC408712",1,3,0,1,7143.3335,2246.6665
"LOC408713",0,3,0,0,960,345
"LOC408714",1,22,2,11,74340,32148
"LOC408715",1,4,0,4,10280.9997,4083.0003
"LOC408716",4,3,1,2,76620,28170
"LOC408717",1,2,0,0,1284.9999,497.0001
"LOC408718",14,15,1,4,109502.6678,41355.3322
"LOC408721",0,4,0,0,1746.6668,569.3332
"LOC408722",0,7,0,4,7824.6663,2603.3337
"LOC408723",2,16,0,5,36692.6659,14022.3341
"LOC408724",0,6,1,2,8046,3510
"LOC408725",3,27,2,18,175516.665,78283.335
"LOC408727",6,7,2,7,33139.3326,11608.6674
"LOC408728",0,6,0,0,2770.0002,1135.9998
"LOC408729",3,10,0,0,12254.6671,5880.3329
"LOC408730",5,5,0,1,10534.3337,3688.6663
"LOC408732",2,11,0,2,17790,6600
"LOC408733",3,2,0,1,3013.9998,1180.0002
"LOC408734",1,5,0,4,12833.333,5046.667
"LOC408740",0,5,0,2,10119.6669,4076.3331
"LOC408741",0,6,1,3,6500,2560
"LOC408742",1,5,0,0,7105.9998,2560.0002
"LOC408749",0,7,0,0,16107,6342
"LOC408750",0,4,0,0,4341.3332,1718.6668
"LOC408752",8,12,0,2,47395.3326,16030.6674
"LOC408754",0,4,0,1,4570,1580
"LOC408755",1,1,1,0,1389,501
"LOC408759",2,5,0,0,10320.3331,4652.6669
"LOC408761",3,8,1,5,42358.3339,17158.6661
"LOC408762",6,5,0,1,32996.0004,10671.9996
"LOC408763",0,3,0,3,5755.9998,2110.0002
"LOC408766",1,6,0,1,6952,2696
"LOC408767",14,90,5,19,741888,327936
"LOC408769",0,9,0,0,9110.9997,3822.0003
"LOC408770",26,5,5,2,107514.6654,50033.3346
"LOC408773",0,0,0,2,952.6666,337.3334
"LOC408774",55,18,25,15,858950.6629,288564.3371
"LOC408775",0,2,0,0,2899.3334,1060.6666
"LOC408777",2,60,0,31,322368.9969,135191.0031
"LOC408779",48,160,91,128,7489437.6809,3072407.3191
"LOC408780",10,61,1,25,322783.6699,134377.3301
"LOC408782",0,6,0,3,8921.9997,3174.0003
"LOC408783",0,2,0,0,946,338
"LOC408784",0,3,0,0,1727.0001,612.9999
"LOC408785",0,0,1,2,1550.0001,555.9999
"LOC408787",5,17,2,2,44035.3342,21796.6658
"LOC408788",6,1,1,2,12136.667,4213.333
"LOC408789",0,9,0,1,6153.333,2246.667
"LOC408790",2,7,0,0,9938.9997,3372.0003
"LOC408791",1,15,0,1,47537.6661,17232.3339
"LOC408792",2,14,0,0,33152,11104
"LOC408793",4,17,0,9,55430.001,23139.999
"LOC408794",0,2,0,0,3250,1154
"LOC408796",1,8,0,0,23244.0003,7805.9997
"LOC408797",8,22,2,9,115223.6653,40248.3347
"LOC408801",9,59,3,11,458270.6694,175425.3306
"LOC408803",0,3,0,2,5598.3335,2441.6665
"LOC408804",3,22,0,4,104274.3343,43712.6657
"LOC408805",0,7,0,1,7058.6664,2469.3336
"LOC408807",2,6,2,6,9338.6672,3861.3328
"LOC408808",11,9,0,0,40640,12640
"LOC408809",0,10,0,6,34277.3328,12858.6672
"LOC408810",0,2,0,4,17059.9998,7204.0002
"LOC408811",0,5,0,0,6268.3335,2461.6665
"LOC408815",3,13,1,5,54963.3326,19616.6674
"LOC408817",1,12,1,8,23422.6674,8455.3326
"LOC408818",1,3,0,4,8208,3096
"LOC408819",1,2,0,0,1487.0001,582.9999
"LOC408820",0,3,0,0,4574.0001,1644.9999
"LOC408821",2,36,7,28,279273.6691,116021.3309
"LOC408822",5,19,0,14,86906,35188
"LOC408824",7,8,0,0,32569.9995,13150.0005
"LOC408826",6,32,1,15,143082.0018,56825.9982
"LOC408827",0,7,0,2,5418,1980
"LOC408828",6,7,0,4,17209.6661,6250.3339
"LOC408830",27,155,19,85,3547639.3238,1345534.6762
"LOC408831",9,8,0,1,29754,10260
"LOC408833",1,1,0,0,1016.6666,333.3334
"LOC408834",0,4,0,0,3388,1256
"LOC408835",0,11,1,9,32900.0007,12711.9993
"LOC408836",0,14,1,1,24890.6672,9381.3328
"LOC408837",0,1,0,0,343,116
"LOC408839",3,27,0,3,71907,31845
"LOC408840",3,7,0,6,34000,11552
"LOC408841",1,25,0,14,107986.668,37933.332
"LOC408842",0,2,0,0,3944,1456
"LOC408843",0,4,0,0,3588,1332
"LOC408844",2,14,0,1,17266.3339,7927.6661
"LOC408845",3,51,0,33,434971.0029,172897.9971
"LOC408846",0,5,0,0,4783.3335,1666.6665
"LOC408847",1,4,0,0,2891.6665,1113.3335
"LOC408848",4,1,3,0,8258.6664,3333.3336
"LOC408850",0,2,0,0,2990.6666,993.3334
"LOC408851",4,11,0,0,30075,9750
"LOC408852",4,32,5,2,100992.6681,40520.3319
"LOC408853",4,3,0,2,9054,3447
"LOC408857",1,9,0,4,24537.3338,9776.6662
"LOC408859",2,11,0,1,9464,3934
"LOC408862",2,9,1,10,32076,11946
