gene,isoform,Trepl,Tsil
LOC413179,rna26868,492.6667,191.3333
LOC411692,rna11277,700.6667,250.3333
LOC408520,rna25564,599.3333,186.6667
LOC408286,rna18310,2337.3333,881.6667
LOC102653779,rna28838,397.3333,139.6667
LOC725130,rna12131,1313.6667,525.3333
LOC408362,rna20031,729.3333,248.6667
LOC726016,rna17626,303.0000,90.0000
LOC409777,rna26897,1988.6667,690.3333
LOC552176,rna28368,623.3333,213.6667
LOC100578651,rna9554,884.3333,336.6667
LOC408301,rna17627,554.6667,207.3333
LOC727587,rna28506,429.0000,183.0000
LOC100579003,rna4141,1877.6667,696.3333
LOC100577143,rna27873,343.3333,91.6667
LOC107965827,rna28236,444.6667,128.3333
LOC100578530,rna6985,481.3333,139.6667
LOC551146,rna20622,793.3333,376.6667
LOC551653,rna5553,1111.0000,443.0000
LOC100577675,rna7252,2238.3333,779.6667
LOC100577492,rna8136,3498.0000,1449.0000
LOC102653672,rna16282,295.3333,127.6667
LOC551229,rna18862,708.0000,249.0000
LOC725818,rna1795,328.3333,97.6667
LOC551673,rna7348,1750.0000,632.0000
LOC100577836,rna24701,619.3333,178.6667
LOC727562,rna28864,569.6667,222.3333
LOC408596,rna1450,743.6667,270.3333
LOC725776,rna1465,1224.0000,483.0000
LOC724889,rna8724,1899.0000,579.0000
LOC551945,rna25813,2440.6667,928.3333
LOC412588,rna1347,1116.6667,401.3333
TpnCIIb,rna22475,334.6667,109.3333
LOC102655640,rna26996,483.3333,188.6667
LOC408741,rna6680,650.0000,256.0000
LOC102654452,rna4173,901.6667,334.3333
LOC100576449,rna9002,2852.0000,1141.0000
LOC410097,rna10642,2480.3333,804.6667
LOC410964,rna6048,443.0000,136.0000
LOC409866,rna10174,889.0000,323.0000
LOC107965415,rna22388,751.0000,350.0000
LOC412552,rna13114,1185.3333,458.6667
LOC551579,rna18530,1572.0000,606.0000
LOC413768,rna16455,1925.3333,702.6667
LOC551841,rna13974,1170.0000,423.0000
LOC551435,rna18712,1139.3333,348.6667
LOC726977,rna18175,741.3333,233.6667
LOC409993,rna14811,3666.6667,1235.3333
LOC724202,rna21110,1782.6667,659.3333
LOC412700,rna4637,1656.6667,623.3333
LOC551787,rna17713,1123.0000,404.0000
LOC724816,rna11652,3657.3333,1178.6667
LOC410884,rna4262,762.0000,294.0000
LOC413319,rna10171,1562.0000,529.0000
LOC100579031,rna17843,301.3333,100.6667
LOC107965956,rna28845,184.0000,71.0000
LOC551170,rna6301,42583.0000,15143.0000
LOC726362,rna13038,1208.6667,390.3333
LOC412471,rna7547,1176.3333,416.6667
LOC724306,rna9600,631.6667,208.3333
LOC107966049,rna1578,281.0000,103.0000
LOC412217,rna7516,3328.6667,1282.3333
LOC410330,rna19955,1013.6667,363.3333
LOC725225,rna1643,355.3333,118.6667
LOC409085,rna16353,963.0000,348.0000
LOC552068,rna3620,966.0000,348.0000
LOC552182,rna27387,1223.3333,450.6667
LOC413551,rna3635,733.3333,283.6667
LOC411392,rna14743,1978.3333,667.6667
LOC410207,rna18367,2275.3333,799.6667
LOC410487,rna23578,743.3333,261.6667
PGRP-S3,rna15641,440.3333,129.6667
LOC726062,rna3420,510.3333,164.6667
LOC726352,rna22724,1201.0000,485.0000
LOC552831,rna10649,593.6667,207.3333
LOC725853,rna3197,330.0000,132.0000
LOC551412,rna4241,941.3333,342.6667
LOC551964,rna20572,1065.0000,342.0000
LOC552666,rna29111,336.3333,113.6667
LOC412240,rna3005,628.0000,194.0000
Tspan6,rna21408,517.3333,181.6667
LOC726264,rna1592,701.3333,246.6667
Burs,rna12318,352.3333,130.6667
LOC727420,rna9926,545.6667,198.3333
LOC100577003,rna1172,388.6667,142.3333
LOC102654878,rna13168,860.0000,313.0000
LOC411654,rna27978,753.6667,254.3333
LOC727577,rna28721,351.3333,149.6667
LOC410479,rna23375,244.0000,104.0000
LOC411373,rna23362,753.0000,324.0000
LOC410399,rna23098,1108.0000,524.0000
LOC100578226,rna5873,1300.6667,481.3333
LOC551085,rna7560,562.6667,196.3333
LOC408407,rna22356,147.3333,47.6667
LOC107964891,rna13892,452.3333,162.6667
LOC408971,rna15274,509.3333,159.6667
Ndufs1,rna27152,1590.6667,593.3333
LOC552145,rna20065,440.3333,159.6667
LOC409667,rna25381,382.3333,163.6667
LOC411758,rna10186,1696.0000,656.0000
LOC107964884,rna14000,875.0000,271.0000
LOC724744,rna10433,290.3333,111.6667
LOC100577266,rna16257,237.0000,102.0000
LOC551464,rna28289,1294.6667,421.3333
LOC724860,rna11221,1141.0000,410.0000
LOC725146,rna9324,664.6667,238.3333
LOC107965904,rna28621,438.3333,170.6667
LOC725184,rna24163,267.3333,86.6667
LOC413154,rna27119,1636.3333,586.6667
LOC409174,rna7901,811.0000,293.0000
LOC727106,rna15391,876.6667,335.3333
LOC724410,rna678,726.3333,269.6667
LOC411086,rna9692,2629.3333,982.6667
LOC409888,rna5655,4687.0000,1706.0000
LOC409899,rna11420,1246.6667,490.3333
LOC727380,rna11842,1304.6667,405.3333
LOC724521,rna16586,324.6667,110.3333
LOC100577239,rna2183,1017.6667,368.3333
LOC413618,rna14442,2322.3333,845.6667
Dop1,rna25592,700.0000,275.0000
LOC102654114,rna1410,423.3333,203.6667
LOC552818,rna25581,1887.0000,708.0000
LOC551854,rna9975,1110.0000,360.0000
LOC725312,rna14690,211.6667,58.3333
LOC726301,rna20325,374.6667,132.3333
Obp10,rna18218,330.0000,120.0000
LOC408387,rna21858,996.0000,294.0000
LOC552306,rna10811,345.3333,113.6667
LOC551929,rna8926,804.6667,278.3333
LOC100576224,rna25843,498.0000,168.0000
LOC412707,rna10228,1125.6667,434.3333
LOC408497,rna24378,2458.6667,808.3333
LOC102656433,rna22742,684.6667,230.3333
LOC107966024,rna29142,622.6667,235.3333
LOC100576918,rna3500,412.0000,116.0000
LOC412379,rna26159,2826.0000,1062.0000
LOC550991,rna6615,1679.3333,651.6667
LOC413285,rna24271,532.6667,184.3333
LOC412341,rna5964,851.6667,291.3333
LOC100577242,rna6486,616.6667,271.3333
LOC552092,rna5368,3590.0000,1330.0000
LOC409378,rna25079,761.3333,270.6667
LOC412662,rna7624,1770.3333,647.6667
LOC102656544,rna28526,600.0000,195.0000
LOC409019,rna16147,399.6667,140.3333
LOC409703,rna5613,3219.0000,1428.0000
LOC725084,rna19460,492.0000,177.0000
LOC727442,rna29156,164.3333,57.6667
LOC552246,rna17499,887.3333,333.6667
LOC411591,rna17934,1544.6667,546.3333
LOC100578556,rna24692,3055.0000,1061.0000
LOC724688,rna23789,365.6667,102.3333
LOC408601,rna1199,440.3333,144.6667
LOC409680,rna25877,2834.3333,1194.6667
LOC408691,rna4790,263.3333,78.6667
LOC413289,rna6905,5185.3333,1744.6667
LOC410271,rna20822,1397.6667,531.3333
LOC408544,rna24995,1172.3333,408.6667
LOC100576288,rna1300,223.0000,101.0000
LOC552349,rna28887,491.6667,183.3333
LOC552086,rna26044,858.6667,278.3333
LOC410869,rna4789,562.0000,194.0000
LOC552491,rna12551,1813.3333,580.6667
LOC408504,rna24599,1794.3333,710.6667
LOC412748,rna1627,1234.6667,445.3333
LOC411622,rna21355,340.3333,118.6667
LOC410155,rna17692,668.0000,253.0000
LOC100576374,rna24578,2548.0000,830.0000
Smb,rna12278,467.3333,186.6667
LOC409805,rna16206,488.6667,195.3333
LOC107964351,rna7628,573.6667,212.3333
LOC409529,rna15455,374.3333,129.6667
LOC413781,rna12172,688.0000,236.0000
LOC409898,rna11419,2834.6667,1281.3333
LOC410520,rna24153,924.3333,380.6667
LOC102653952,rna5633,413.0000,136.0000
LOC724239,rna3033,945.6667,365.3333
LOC100577527,rna8149,311.3333,126.6667
LOC412209,rna23136,1112.0000,394.0000
LOC102654768,rna24813,564.3333,170.6667
LOC725665,rna8650,2591.3333,1047.6667
LOC100576590,rna26545,778.3333,268.6667
LOC725366,rna13171,1154.6667,435.3333
LOC551457,rna6850,718.3333,241.6667
LOC412797,rna21129,1025.0000,406.0000
LOC102654427,rna1070,1378.0000,509.0000
LOC411780,rna23201,1699.3333,526.6667
LOC726411,rna14874,356.0000,130.0000
LOC408730,rna7176,957.6667,335.3333
LOC410493,rna23835,2397.3333,863.6667
LOC412898,rna8309,761.6667,264.3333
LOC725043,rna287,282.3333,101.6667
LOC102655440,rna28396,144.6667,41.3333
LOC412279,rna12104,1646.6667,621.3333
LOC102656663,rna28642,562.6667,205.3333
LOC102654091,rna9913,2052.3333,599.6667
LOC726067,rna24610,1390.6667,487.3333
LOC102655661,rna9844,1124.0000,508.0000
LOC408623,rna302,967.6667,370.3333
LOC726708,rna2979,797.6667,297.3333
LOC102656503,rna29006,434.3333,165.6667
LOC102655277,rna15987,719.3333,372.6667
LOC551685,rna27032,2406.0000,810.0000
LOC413293,rna13954,420.3333,140.6667
LOC410741,rna985,1111.3333,415.6667
LOC550824,rna11201,901.6667,268.3333
LOC412996,rna25519,759.3333,233.6667
LOC551690,rna3901,473.6667,150.3333
LOC413377,rna3293,6157.3333,2407.6667
LOC724760,rna1514,1219.0000,398.0000
LOC725003,rna23057,906.6667,440.3333
LOC413233,rna27178,1550.6667,507.3333
LOC100578370,rna2418,2057.6667,747.3333
CSP3,rna8994,296.3333,96.6667
LOC107965354,rna21345,442.0000,170.0000
LOC408794,rna8594,1625.0000,577.0000
LOC408269,rna18691,166.6667,55.3333
LOC725958,rna5250,1475.6667,465.3333
LOC413799,rna26308,349.6667,133.3333
LOC102656647,rna11456,288.0000,114.0000
LOC107965284,rna1368,313.0000,95.0000
LOC551759,rna21333,907.0000,332.0000
LOC726765,rna16858,1860.3333,620.6667
LOC550724,rna3007,1969.0000,758.0000
LOC551911,rna2741,1225.6667,445.3333
LOC107965563,rna25288,218.6667,87.3333
LOC411646,rna26002,3930.0000,1527.0000
LOC725991,rna7297,1318.3333,454.6667
LOC100577548,rna8397,998.0000,376.0000
LOC552266,rna10813,320.3333,105.6667
LOC727452,rna3360,888.3333,305.6667
LOC100577754,rna24619,231.0000,72.0000
LOC107965813,rna28021,252.0000,96.0000
LOC100578703,rna23980,980.6667,390.3333
LOC102654470,rna9638,578.0000,235.0000
LOC725997,rna10985,1189.3333,397.6667
LOC409521,rna26034,827.0000,310.0000
LOC412127,rna4251,381.0000,129.0000
LOC412088,rna3323,3204.3333,1355.6667
LOC409910,rna2408,465.3333,155.6667
LOC725417,rna11165,298.0000,113.0000
LOC102656640,rna1844,811.0000,308.0000
LOC724234,rna700,911.3333,363.6667
LOC552563,rna5924,890.3333,324.6667
LOC410405,rna22208,1149.6667,464.3333
LOC411220,rna13220,2182.3333,853.6667
LOC726175,rna6742,162.0000,48.0000
LOC413120,rna26874,816.0000,279.0000
LOC551835,rna13914,1340.0000,475.0000
LOC100577932,rna5624,200.6667,87.3333
LOC725892,rna4690,1613.6667,549.3333
LOC102656452,rna23050,315.0000,135.0000
LOC727539,rna707,810.3333,299.6667
LOC726407,rna19877,996.3333,404.6667
LOC725273,rna3251,936.3333,353.6667
LOC100578321,rna22265,1531.3333,652.6667
LOC408351,rna19893,2830.3333,1135.6667
LOC410012,rna16871,670.6667,217.3333
LOC107966004,rna29053,505.3333,208.6667
LOC408595,rna1574,1053.0000,402.0000
LOC412224,rna2033,2967.3333,1079.6667
LOC100578448,rna17965,589.3333,208.6667
LOC410756,rna3553,2354.0000,1030.0000
LOC102656132,rna28102,333.0000,117.0000
LOC550984,rna20634,2026.3333,865.6667
LOC725877,rna18584,295.3333,85.6667
LOC408426,rna22746,533.0000,190.0000
LOC409219,rna15179,1693.3333,655.6667
LOC724378,rna22581,468.3333,191.6667
LOC412093,rna17568,2689.0000,995.0000
LOC102655153,rna8003,973.0000,452.0000
LOC411268,rna15135,1750.0000,563.0000
Dll,rna22647,854.6667,366.3333
LOC413692,rna27683,1288.3333,427.6667
LOC412844,rna6161,1176.3333,389.6667
LOC107965441,rna22393,255.3333,77.6667
LOC727193,rna19507,680.0000,235.0000
LOC102656473,rna21822,352.3333,148.6667
Dsx,rna9067,722.3333,288.6667
LOC410108,rna20559,3107.6667,1182.3333
LOC410926,rna6868,3864.0000,1668.0000
CPR28,rna11035,242.0000,76.0000
LOC410775,rna3587,7003.0000,2528.0000
LOC412194,rna12181,517.0000,197.0000
LOC724974,rna9583,1146.0000,357.0000
LOC724769,rna19237,262.6667,97.3333
LOC409034,rna5454,6075.3333,2564.6667
LOC100576161,rna16657,188.6667,81.3333
LOC107965399,rna23065,157.3333,52.6667
LOC100576671,rna22417,1775.0000,799.0000
LOC107965494,rna24545,226.3333,85.6667
LOC102654905,rna4756,319.6667,121.3333
LOC102655131,rna28381,709.6667,322.3333
LOC551034,rna22007,399.3333,140.6667
LOC724565,rna10885,552.3333,191.6667
LOC725900,rna14256,682.3333,256.6667
LOC410136,rna12161,2645.0000,985.0000
LOC726014,rna1757,1088.6667,432.3333
LOC413858,rna6203,3168.6667,1208.3333
LOC102653981,rna29028,553.3333,178.6667
LOC413074,rna11539,2283.6667,857.3333
LOC102654245,rna4065,789.0000,384.0000
LOC413657,rna27950,2294.6667,807.3333
LOC727189,rna18908,710.3333,243.6667
LOC102656182,rna17085,362.0000,145.0000
LOC102654533,rna7596,247.3333,109.6667
LOC411729,rna3819,1419.3333,518.6667
Or25,rna4569,929.3333,312.6667
LOC552838,rna20663,496.6667,178.3333
LOC411365,rna5604,856.3333,331.6667
LOC551879,rna13348,912.0000,318.0000
LOC100577955,rna10283,768.6667,284.3333
LOC727641,rna29035,367.3333,139.6667
LOC102656830,rna22916,759.3333,242.6667
LOC100576746,rna15472,1032.6667,440.3333
LOC408958,rna14319,1099.6667,490.3333
LOC100577724,rna14545,695.0000,247.0000
LOC102656479,rna27197,261.0000,102.0000
LOC724567,rna13201,749.6667,261.3333
LOC100578743,rna23984,1665.0000,597.0000
LOC102654105,rna12602,363.3333,182.6667
LOC412897,rna8916,983.0000,373.0000
LOC551650,rna22254,664.0000,242.0000
LOC411351,rna2804,1649.0000,586.0000
LOC724655,rna10883,393.6667,170.3333
LOC552753,rna19918,648.0000,216.0000
LOC100576662,rna3236,278.3333,102.6667
LOC724435,rna10867,484.0000,158.0000
LOC551802,rna9402,1127.6667,354.3333
LOC410447,rna22765,1961.3333,759.6667
LOC410060,rna27976,1405.3333,577.6667
LOC725178,rna16331,1356.3333,443.6667
LOC100578483,rna13411,971.3333,303.6667
LOC726682,rna10129,1095.3333,350.6667
Or53,rna4512,927.3333,311.6667
LOC725964,rna11121,2338.6667,895.3333
LOC411404,rna5815,1124.6667,444.3333
LOC413947,rna15393,6595.3333,2359.6667
LOC551509,rna6855,683.3333,210.6667
LOC725842,rna28263,459.0000,135.0000
LOC551343,rna27226,961.6667,343.3333
LOC413271,rna17300,781.3333,262.6667
LOC100577325,rna237,435.0000,189.0000
LOC100577712,rna11405,1313.3333,402.6667
LOC550901,rna3232,831.3333,323.6667
LOC411779,rna23204,789.0000,276.0000
LOC411699,rna21808,1729.3333,595.6667
LOC412924,rna6923,1305.0000,453.0000
LOC724568,rna13302,1439.3333,561.6667
LOC413488,rna1381,1675.3333,649.6667
LOC725960,rna6729,1097.3333,378.6667
LOC100578478,rna4755,440.6667,174.3333
LOC408905,rna13716,2798.0000,1030.0000
LOC552517,rna23804,480.6667,179.3333
LOC410380,rna21889,1706.0000,589.0000
LOC100578106,rna9637,1258.3333,553.6667
LOC411841,rna13963,1158.3333,410.6667
LOC552142,rna3076,2818.6667,1150.3333
LOC100577877,rna17691,1162.3333,382.6667
LOC411238,rna13880,1491.6667,614.3333
LOC100577806,rna27279,402.3333,149.6667
LOC725746,rna841,235.0000,83.0000
LOC102656074,rna16363,453.0000,180.0000
LOC100576708,rna3568,1296.3333,443.6667
LOC725420,rna1068,1350.0000,504.0000
ND4L,gene14070,191.3333,72.6667
Cdc37,rna4648,843.0000,270.0000
LOC408809,rna8107,2142.3333,803.6667
LOC100576687,rna12697,289.3333,127.6667
LOC551924,rna11198,1200.3333,446.6667
LOC726825,rna25834,699.6667,290.3333
LOC551302,rna7395,647.3333,231.6667
LOC107966001,rna29037,705.3333,275.6667
LOC408840,rna10147,2125.0000,722.0000
LOC724304,rna8908,1379.0000,508.0000
LOC726495,rna25764,455.6667,153.3333
LOC408857,rna9761,1752.6667,698.3333
LOC102656397,rna25809,598.6667,178.3333
LOC411046,rna7819,2756.0000,1093.0000
LOC102656708,rna16829,891.3333,314.6667
LOC409430,rna5338,733.0000,257.0000
LOC726869,rna27179,1138.3333,469.6667
LOC552686,rna22170,508.3333,184.6667
LOC552418,rna27644,1159.6667,379.3333
LOC724631,rna13027,162.0000,54.0000
LOC100576530,rna24282,248.0000,64.0000
LOC413680,rna19242,1226.6667,498.3333
LOC725251,rna26599,2332.6667,646.3333
LOC551414,rna27988,599.6667,228.3333
LOC413270,rna17291,1527.0000,570.0000
LOC551838,rna18835,1068.3333,386.6667
LOC727185,rna24422,7903.3333,3028.6667
LOC552579,rna24139,461.6667,156.3333
LOC725974,rna27718,785.0000,283.0000
LOC411378,rna21839,751.0000,263.0000
LOC411125,rna10669,1356.0000,537.0000
LOC724756,rna20522,271.6667,112.3333
LOC412366,rna12231,626.3333,201.6667
LOC727487,rna29022,539.6667,186.3333
LOC551133,rna16655,614.0000,205.0000
LOC100576843,rna22988,1007.0000,340.0000
Obp17,rna24753,314.6667,93.3333
LOC100578864,rna9575,790.0000,242.0000
LOC100578350,rna28903,703.0000,311.0000
LOC411345,rna15882,882.0000,339.0000
LOC551640,rna29102,529.3333,211.6667
LOC100577441,rna17418,436.0000,152.0000
LOC552124,rna4880,521.6667,195.3333
LOC102656794,rna28921,659.3333,237.6667
LOC409403,rna15664,1023.0000,390.0000
LOC550706,rna355,2547.3333,974.6667
LOC408996,rna16675,2464.3333,865.6667
LOC100577506,rna23602,662.3333,183.6667
LOC725833,rna9282,2557.3333,868.6667
LOC552451,rna7622,519.3333,203.6667
LOC107965775,rna27529,701.3333,228.6667
LOC410556,rna24456,919.6667,313.3333
LOC725217,rna11513,1758.6667,485.3333
LOC102655276,rna28879,340.6667,118.3333
LOC410031,rna11635,2328.3333,977.6667
LOC409207,rna10713,1041.0000,375.0000
LOC410398,rna21915,1344.3333,536.6667
LOC412784,rna16408,1585.0000,551.0000
LOC102654907,rna28684,435.0000,210.0000
LOC551248,rna21127,480.3333,170.6667
LOC726724,rna7594,1664.6667,681.3333
LOC724310,rna11791,1739.6667,699.3333
LOC100576246,rna21207,911.0000,313.0000
LOC726216,rna9886,1577.0000,550.0000
LOC409286,rna5595,858.6667,311.3333
LOC107964876,rna14215,177.3333,65.6667
NOS,rna6658,2493.0000,939.0000
LOC100577342,rna495,600.0000,225.0000
LOC726066,rna23661,1023.6667,383.3333
LOC413948,rna5991,908.6667,318.3333
LOC552585,rna13507,2348.6667,837.3333
LOC102653861,rna28932,1199.3333,432.6667
LOC412606,rna19413,1779.3333,566.6667
LOC725819,rna2361,1611.0000,534.0000
LOC551815,rna19512,843.6667,293.3333
LOC413630,rna9255,456.3333,173.6667
LOC727324,rna16323,873.0000,309.0000
LOC411279,rna14954,1234.6667,469.3333
LOC413933,rna4317,712.6667,265.3333
LOC727228,rna24781,1977.3333,689.6667
LOC725817,rna1793,868.3333,292.6667
LOC413789,rna26639,751.6667,244.3333
LOC100578968,rna3564,799.0000,245.0000
LOC107965163,rna1855,1298.3333,483.6667
LOC552605,rna13445,1973.3333,759.6667
LOC410918,rna6956,1245.3333,572.6667
LOC409736,rna23158,1084.0000,398.0000
GlnS,rna12175,816.3333,293.6667
LOC726853,rna24793,1318.0000,542.0000
LOC102656112,rna26476,421.6667,157.3333
LOC411488,rna21392,3534.6667,1271.3333
LOC551237,rna24908,749.6667,258.3333
LOC100577151,rna16469,303.0000,99.0000
LOC551697,rna29166,1267.3333,463.6667
LOC411897,rna24896,1108.0000,371.0000
LOC551882,rna23741,492.0000,177.0000
LOC408952,rna12836,1804.0000,653.0000
LOC552583,rna7376,503.3333,159.6667
ND6,gene14071,377.3333,126.6667
LOC727025,rna27833,130.0000,44.0000
Dnmt3,rna5479,2533.0000,965.0000
Msx,rna2271,1059.6667,461.3333
LOC100578507,rna3830,215.6667,66.3333
LOC409070,rna20434,991.0000,383.0000
LOC724183,rna28985,270.6667,98.3333
LOC410280,rna20796,490.6667,157.3333
LOC100577909,rna24914,256.0000,86.0000
LOC409727,rna10595,1696.6667,628.3333
LOC409578,rna23561,689.3333,246.6667
LOC102655057,rna674,271.6667,97.3333
LOC410262,rna20353,1376.0000,448.0000
LOC100577524,rna15850,362.3333,144.6667
LOC409245,rna15313,1094.0000,418.0000
LOC411492,rna6116,2135.6667,759.3333
LOC411916,rna14647,917.3333,330.6667
LOC107965921,rna28673,257.3333,78.6667
LOC100576291,rna857,3005.0000,1312.0000
LOC102655452,rna8423,225.6667,62.3333
LOC100577322,rna23155,762.0000,321.0000
LOC100576555,rna22779,517.3333,211.6667
LOC100576744,rna20708,827.0000,289.0000
LOC552099,rna24951,957.6667,392.3333
LOC100577569,rna22434,2202.0000,999.0000
LOC552659,rna10183,488.3333,150.6667
LOC724146,rna3035,655.3333,271.6667
LOC727436,rna3498,319.3333,88.6667
LOC412367,rna12234,644.3333,237.6667
LOC412159,rna5950,1877.6667,633.3333
LOC102653581,rna4502,912.6667,317.3333
LOC727218,rna24404,199.3333,97.6667
LOC725455,rna868,811.0000,299.0000
LOC408618,rna418,2329.6667,874.3333
LOC552498,rna15321,2017.0000,656.0000
LOC409041,rna21842,788.0000,301.0000
LOC724361,rna18858,1959.6667,707.3333
LOC408883,rna11712,489.3333,137.6667
LOC408897,rna13761,4968.0000,2130.0000
LOC409196,rna14064,1194.6667,437.3333
LOC725272,rna2226,286.6667,124.3333
LOC408305,rna17248,1200.6667,467.3333
LOC411908,rna13650,1110.3333,398.6667
LOC408384,rna21891,1072.6667,370.3333
LOC100578388,rna20862,2115.3333,731.6667
LOC727180,rna28095,2997.6667,1013.3333
Obp21,rna24757,314.0000,94.0000
LOC551042,rna6299,273.0000,96.0000
LOC725205,rna4614,892.3333,310.6667
LOC412273,rna21059,5846.0000,2128.0000
Obp5,rna16774,334.0000,98.0000
LOC100577488,rna14186,421.6667,142.3333
LOC100576996,rna23264,1087.6667,352.3333
LOC100578797,rna18234,614.0000,238.0000
LOC411326,rna16519,2164.0000,764.0000
LOC102655951,rna29179,305.3333,114.6667
LOC412293,rna9180,2447.6667,912.3333
Csd,rna7007,838.0000,317.0000
LOC100576600,rna10335,1718.3333,537.6667
LOC100578157,rna15655,761.6667,288.3333
LOC726418,rna26932,985.0000,317.0000
LOC107965571,rna3526,356.6667,102.3333
LOC550708,rna26921,1334.6667,510.3333
LOC102655107,rna240,473.0000,163.0000
LOC412966,rna9668,352.3333,130.6667
LOC408447,rna23569,1570.6667,604.3333
LOC100578100,rna22247,2088.3333,743.6667
LOC727119,rna28140,277.6667,88.3333
Grp,rna27933,704.6667,294.3333
LOC726052,rna28892,438.3333,164.6667
LOC100577996,rna26597,988.6667,322.3333
LOC107965143,rna19486,432.0000,150.0000
LOC724218,rna10416,791.3333,267.6667
LOC552150,rna13723,962.0000,322.0000
LOC725148,rna9749,631.6667,274.3333
LOC102656055,rna28219,754.3333,259.6667
LOC107965854,rna28419,421.6667,139.3333
LOC411412,rna5973,1316.6667,558.3333
LOC551624,rna20771,1463.6667,465.3333
LOC726065,rna21680,1791.3333,803.6667
LOC409231,rna16976,850.3333,364.6667
LOC410746,rna1016,1761.0000,642.0000
LOC413527,rna9378,942.0000,342.0000
LOC412544,rna10395,5329.3333,2128.6667
LOC102655463,rna4338,828.3333,266.6667
LOC725024,rna15865,933.0000,372.0000
LOC412176,rna13531,4122.0000,1419.0000
