"Gene","pi"
"LOC408690",0.0202020222222222
"LOC408693",0.0211455076923077
"LOC408694",0.0418470366666667
"LOC408695",0.00826446363636364
"LOC408696",0.0819418428571429
"LOC408697",0.0550963704545455
"LOC408699",0.010909092
"LOC408701",0
"LOC408702",0.00606060666666667
"LOC408703",0.03869045625
"LOC408705",0.0738816
"LOC408706",0
"LOC408708",0
"LOC408710",0.00909091
"LOC408711",0.0806768272727273
"LOC408712",0.01818182
"LOC408713",0
"LOC408714",0.0628907722222222
"LOC408715",0.0937950222222222
"LOC408716",0.07835501
"LOC408717",0
"LOC408718",0.0362872088235294
"LOC408721",0
"LOC408722",0.0480125636363636
"LOC408723",0.0421607043478261
"LOC408724",0.0548340222222222
"LOC408725",0.066493486
"LOC408727",0.0753640272727273
"LOC408728",0
"LOC408729",0
"LOC408730",0.0157418181818182
"LOC408732",0.0337662066666667
"LOC408733",0.051948
"LOC408734",0.06666662
"LOC408740",0.141620285714286
"LOC408741",0.04458873
"LOC408742",0
"LOC408749",0
"LOC408750",0
"LOC408752",0.0120031409090909
"LOC408754",0
"LOC408755",0.0303030333333333
"LOC408759",0
"LOC408761",0.0417621411764706
"LOC408762",0.00757575833333333
"LOC408763",0.04545455
"LOC408766",0.0113636375
"LOC408767",0.0246550296875
"LOC408769",0
"LOC408770",0.038619302631579
"LOC408773",0.0909091
"LOC408774",0.0624065867256637
"LOC408775",0
"LOC408777",0.0542066489130435
"LOC408779",0.0993271081927711
"LOC408780",0.0394519371134021
"LOC408782",0.0394420222222222
"LOC408783",0
"LOC408784",0
"LOC408785",0.17316
"LOC408787",0.0139860153846154
"LOC408788",0.03549782
"LOC408789",0.00909091
"LOC408790",0
"LOC408791",0.00534759411764706
"LOC408792",0
"LOC408793",0.05786431
"LOC408794",0
"LOC408796",0
"LOC408797",0.0476190390243902
"LOC408801",0.0184246609756098
"LOC408803",0.05281382
"LOC408804",0.024929075862069
"LOC408805",0.051948
"LOC408807",0.0960497875
"LOC408808",0
"LOC408809",0.0340909125
"LOC408810",0.0880230333333333
"LOC408811",0
"LOC408815",0.0448641954545455
"LOC408817",0.0853994181818182
"LOC408818",0.1066016375
"LOC408819",0
"LOC408820",0
"LOC408821",0.0845638123287671
"LOC408822",0.0755297315789474
"LOC408824",0
"LOC408826",0.0530703444444444
"LOC408827",0.0293410111111111
"LOC408828",0.0262286647058824
"LOC408830",0.0570489909090909
"LOC408831",0.00505050555555556
"LOC408833",0
"LOC408834",0
"LOC408835",0.0830755952380952
"LOC408836",0.0113636375
"LOC408837",0
"LOC408839",0.00826446363636364
"LOC408840",0.10822506875
"LOC408841",0.0784631375
"LOC408842",0
"LOC408843",0
"LOC408844",0.0145148823529412
"LOC408845",0.0886699252873563
"LOC408846",0
"LOC408847",0
"LOC408848",0.0340909125
"LOC408850",0
"LOC408851",0
"LOC408852",0.0269807534883721
"LOC408853",0.0375180111111111
"LOC408857",0.0371057357142857
"LOC408859",0.00649350714285714
"LOC408862",0.0857929363636364
"LOC408863",0.12424233
"LOC408864",0.0584416
"LOC408865",0.0631123315789474
"LOC408866",0
"LOC408867",0.0357142666666667
"LOC408868",0.103896
"LOC408869",0.01818182
"LOC408871",0.0151515166666667
"LOC408872",0
"LOC408874",0.0954629577922078
"LOC408875",0.0303030333333333
"LOC408876",0.484848
"LOC408877",0.0966810424242424
"LOC408878",0.0495556973684211
"LOC408882",0.02886
"LOC408883",0
"LOC408884",0.0505050194444444
"LOC408886",0.0464897086956522
"LOC408887",0.019762847826087
"LOC408888",0.0129870142857143
"LOC408889",0.0310900954545455
"LOC408890",0
"LOC408891",0.0303030333333333
"LOC408892",0
"LOC408894",0.0113636375
"LOC408896",0.0394166894736842
"LOC408897",0.0742960427350427
"LOC408898",0.0383425885714286
"LOC408900",0.0606060666666667
"LOC408901",0
"LOC408902",0
"LOC408903",0.17316
"LOC408904",0
"LOC408905",0.0192710677419355
"LOC408906",0.0649350709677419
"LOC408908",0.0768049161290323
"LOC408909",0
"LOC408910",0
"LOC408911",0
"LOC408914",0.0665583975
"LOC408915",0
"LOC408916",0
"LOC408917",0.07099564
"LOC408920",0.037124503030303
"LOC408922",0.0303030333333333
"LOC408923",0
"LOC408924",0.0303030333333333
"LOC408925",0.0259740285714286
"LOC408926",0.0567689477272727
"LOC408934",0.0466779260869565
"LOC408935",0.00349650384615385
"LOC408937",0.022727275
"LOC408942",0.0642135916666667
"LOC408944",0.0188977634615385
"LOC408945",0.031655875
"LOC408949",0
"LOC408950",0.0493506
"LOC408952",0
"LOC408953",0.0439084333333333
"LOC408955",0.0411255
"LOC408957",0.0215310894736842
"LOC408958",0
"LOC408959",0.058354972
"LOC408960",0.0577200285714286
"LOC408961",0.0604699094339623
"LOC408963",0.072813808
"LOC408964",0.034632015
"LOC408965",0.0229276777777778
"LOC408967",0.0291486066666667
"LOC408968",0
"LOC408969",0
"LOC408970",0.0608533914285714
"LOC408971",0.068181825
"LOC408972",0.103896076923077
"LOC408973",0.0895562125
"LOC408976",0.037962
"LOC408979",0.0909091
"LOC408980",0
"LOC408981",0
"LOC408982",0
"LOC408983",0
"LOC408985",0.0165289272727273
"LOC408986",0
"LOC408987",0.0291715715909091
"LOC408988",0.075844144
"LOC408989",0.109307375
"LOC408990",0.034632
"LOC408991",0.046969675
"LOC408992",0.0278292976190476
"LOC408996",0.0428090111111111
"LOC409000",0.12727264
"LOC409001",0.0836940190476191
"LOC409002",0.0573592625
"LOC409005",0.04545455
"LOC409006",0.1590908
"LOC409007",0.0404040444444444
"LOC409010",0.174603333333333
"LOC409016",0
"LOC409017",0.00606060666666667
"LOC409019",0
"LOC409020",0.0856495130841122
"LOC409024",0
"LOC409026",0
"LOC409027",0.0429808
"LOC409028",0.155844
"LOC409032",0
"LOC409034",0.0497289495798319
"LOC409038",0
"LOC409039",0.023219196969697
"LOC409041",0
"LOC409043",0.0986346723076923
"LOC409045",0.021645
"LOC409046",0.0157418181818182
"LOC409047",0
"LOC409049",0
"LOC409050",0
"LOC409051",0.104570044610778
"LOC409053",0.0241187214285714
"LOC409055",0.01818182
"LOC409056",0
"LOC409057",0
"LOC409058",0.0804195692307692
"LOC409059",0
"LOC409060",0.0986394071428571
"LOC409061",0.113481664285714
"LOC409062",0
"LOC409063",0.17012983
"LOC409064",0
"LOC409066",0
"LOC409068",0
"LOC409073",0.0266575315789474
"LOC409075",0
"LOC409077",0.0426715857142857
"LOC409078",0.0203130076923077
"LOC409079",0
"LOC409082",0
"LOC409083",0
"LOC409084",0
"LOC409085",0.0567580111111111
"LOC409087",0
"LOC409088",0
"LOC409089",0
"LOC409090",0.01924
"LOC409091",0
"LOC409092",0.0303030333333333
"LOC409093",0.022727275
"LOC409095",0.0247933909090909
"LOC409096",0.100432946666667
"LOC409098",0.0420167705882353
"LOC409099",0
"LOC409102",0.0240062818181818
"LOC409103",0
"LOC409105",0.034632
"LOC409106",0
"LOC409107",0
"LOC409108",0.0532169017241379
"LOC409109",0.0976572205882353
"LOC409110",0
"LOC409113",0
"LOC409115",0.0909091
"LOC409117",0
"LOC409118",0
"LOC409119",0
"LOC409122",0
"LOC409124",0
"LOC409125",0.0755607272727273
"LOC409126",0
"LOC409127",0
"LOC409129",0.0493506
"LOC409130",0
"LOC409131",0.07965365
"LOC409134",0
"LOC409137",0.13725920862069
"LOC409138",0.0330578545454545
"LOC409139",0.0658008
"LOC409141",0
"LOC409142",0.0106951882352941
"LOC409143",0.0343773705882353
"LOC409144",0
"LOC409150",0
"LOC409151",0
"LOC409152",0
"LOC409153",0
"LOC409154",0
"LOC409155",0.0988456
"LOC409157",0
"LOC409159",0.071157975
"LOC409160",0
"LOC409162",0.104895038461538
"LOC409163",0.0440115722222222
"LOC409164",0
"LOC409165",0
"LOC409166",0
"LOC409167",0
"LOC409168",0
"LOC409170",0.066017275
"LOC409171",0.02110388125
"LOC409172",0.104617516666667
"LOC409173",0.017835492
"LOC409174",0.0909091
"LOC409176",0
"LOC409177",0.0606622571428571
"LOC409178",0
"LOC409182",0.14935055
"LOC409184",0
"LOC409185",0.13506484
"LOC409186",0
"LOC409187",0
"LOC409189",0
"LOC409191",0
"LOC409192",0.0526901485714286
"LOC409193",0.0310245
"LOC409196",0.0151515166666667
"LOC409199",0
"LOC409200",0
"LOC409202",0.0151515166666667
"LOC409203",0.0404040181818182
"LOC409204",0
"LOC409206",0
"LOC409207",0
"LOC409208",0.0428090611111111
"LOC409212",0.0462870153846154
"LOC409217",0
"LOC409218",0
"LOC409221",0
"LOC409222",0
"LOC409225",0
"LOC409226",0
"LOC409228",0
"LOC409229",0
"LOC409230",0.100649375
"LOC409231",0.0940011428571429
"LOC409232",0.0151515166666667
"LOC409235",0.0322707454545455
"LOC409236",0
"LOC409238",0.0151515166666667
"LOC409241",0
"LOC409242",0.090043265
"LOC409243",0
"LOC409245",0.0530303083333333
"LOC409246",0
"LOC409247",0
"LOC409249",0.00649350714285714
"LOC409250",0
"LOC409251",0
"LOC409252",0
"LOC409253",0.1266235
"LOC409254",0
"LOC409255",0
"LOC409256",0
"LOC409257",0
"LOC409258",0.082251
"LOC409259",0
"LOC409260",0.0707070066666667
"LOC409261",0.00909091
"LOC409262",0
"LOC409263",0
"LOC409264",0
"LOC409265",0
"LOC409267",0
"LOC409268",0.02493504
"LOC409269",0
"LOC409270",0
"LOC409271",0
"LOC409272",0
"LOC409273",0
"LOC409274",0
"LOC409276",0
"LOC409277",0
"LOC409278",0.0588744
"LOC409279",0
"LOC409280",0
"LOC409281",0
"LOC409283",0
"LOC409285",0
"LOC409286",0
"LOC409291",0.0151515166666667
"LOC409293",0.0514387352941176
"LOC409295",0
"LOC409296",0.173160333333333
"LOC409298",0
"LOC409299",0.01818182
"LOC409300",0
"LOC409301",0
"LOC409303",0.028305
"LOC409305",0.00826446363636364
"LOC409306",0
"LOC409307",0.147186
"LOC409310",0
"LOC409312",0
"LOC409313",0.04329
"LOC409314",0.0672660653846154
"LOC409315",0
"LOC409316",0.0283352727272727
"LOC409317",0
"LOC409318",0.03636364
"LOC409321",0
"LOC409322",0.0379771363636364
"LOC409323",0.00909091
"LOC409324",0.0247371428571429
"LOC409325",0
"LOC409326",0
"LOC409327",0.0303030333333333
"LOC409329",0
"LOC409331",0
"LOC409332",0
"LOC409333",0
"LOC409334",0
"LOC409335",0.0880230333333333
"LOC409336",0.04545455
"LOC409337",0
"LOC409341",0
"LOC409342",0.0909091
"LOC409346",0.00826446363636364
"LOC409347",0
"LOC409348",0.010562764
"LOC409350",0
"LOC409351",0
"LOC409353",0
"LOC409355",0
"LOC409357",0
"LOC409358",0.0893141052631579
"LOC409359",0.0571428066666667
"LOC409360",0.021645
"LOC409361",0.0482850384615385
"LOC409362",0
"LOC409363",0
"LOC409364",0
"LOC409365",0.0165289272727273
"LOC409367",0
"LOC409368",0.0382395083333333
"LOC409370",0
"LOC409371",0.0158102782608696
"LOC409373",0
"LOC409377",0
"LOC409378",0.0865801666666667
"LOC409379",0.04329
"LOC409382",0.0113636375
"LOC409383",0.136953836363636
"LOC409384",0
"LOC409385",0
"LOC409387",0
"LOC409388",0
"LOC409389",0
"LOC409390",0.0101010111111111
"LOC409392",0
"LOC409393",0
"LOC409394",0
"LOC409395",0.073593
"LOC409397",0.0303030333333333
"LOC409401",0
"LOC409402",0.0381593740740741
"LOC409403",0
"LOC409404",0
"LOC409405",0
"LOC409408",0
"LOC409409",0.0188620785714286
"LOC409410",0
"LOC409411",0
"LOC409414",0
"LOC409417",0
"LOC409420",0
"LOC409422",0.0162808065217391
"LOC409423",0
"LOC409424",0.0165289272727273
"LOC409425",0.199494866666667
"LOC409427",0
"LOC409429",0.00505050555555556
"LOC409435",0
"LOC409438",0
"LOC409439",0
"LOC409440",0
"LOC409441",0
"LOC409442",0
"LOC409443",0.0342990230769231
"LOC409444",0.150751058823529
"LOC409447",0
"LOC409448",0.01818182
"LOC409451",0
"LOC409452",0.05772
"LOC409454",0
"LOC409455",0.068181825
"LOC409456",0
"LOC409457",0.0101010111111111
"LOC409459",0
"LOC409460",0
"LOC409462",0
"LOC409463",0
"LOC409465",0.0551947583333333
"LOC409467",0.0350876947368421
"LOC409468",0.0448361071428571
"LOC409470",0.144094
"LOC409472",0.0101010111111111
"LOC409473",0
"LOC409474",0.0310558739130435
"LOC409475",0
"LOC409476",0
"LOC409483",0.0303030333333333
"LOC409485",0
"LOC409487",0.0812202904761905
"LOC409488",0.00826446363636364
"LOC409491",0
"LOC409492",0
"LOC409493",0.0633116375
"LOC409494",0
"LOC409495",0
"LOC409497",0
"LOC409498",0
"LOC409499",0
"LOC409501",0
"LOC409502",0
"LOC409504",0.0321583102040816
"LOC409510",0.0101010111111111
"LOC409511",0
"LOC409512",0.07099564
"LOC409513",0.069264
"LOC409514",0.0637544727272727
"LOC409515",0
"LOC409517",0.0888718882352941
"LOC409518",0
"LOC409520",0.066017275
"LOC409521",0
"LOC409522",0.01924
"LOC409523",0
"LOC409525",0.0925582523809524
"LOC409527",0
"LOC409528",0.02886
"LOC409529",0
"LOC409530",0.0344774392857143
"LOC409531",0
"LOC409532",0
"LOC409533",0
"LOC409534",0
"LOC409536",0.161172015384615
"LOC409538",0
"LOC409539",0.1722942
"LOC409540",0
"LOC409543",0
"LOC409544",0
"LOC409546",0.0591630333333333
"LOC409547",0
"LOC409549",0.08658
"LOC409550",0
"LOC409553",0
"LOC409554",0
"LOC409556",0
"LOC409557",0.00324675357142857
"LOC409559",0
"LOC409560",0
"LOC409563",0
"LOC409564",0
"LOC409565",0.034632
"LOC409569",0
"LOC409571",0
"LOC409572",0.073112
"LOC409573",0
"LOC409574",0
"LOC409576",0
"LOC409577",0
"LOC409579",0
"LOC409581",0
"LOC409584",0
"LOC409588",0
"LOC409589",0
"LOC409590",0
"LOC409593",0
"LOC409594",0
"LOC409595",0.00826446363636364
"LOC409596",0.1082250075
"LOC409598",0.0027056265625
"LOC409602",0
"LOC409603",0.0312212909090909
"LOC409604",0.0651896647058824
"LOC409606",0.02664
"LOC409608",0.151515011111111
"LOC409609",0
"LOC409610",0
"LOC409611",0.0420724875
"LOC409614",0.04545455
"LOC409616",0.00443459024390244
"LOC409617",0
"LOC409619",0.0641233458333333
"LOC409620",0.04545455
"LOC409622",0
"LOC409624",0
"LOC409626",0.09567101
"LOC409628",0.0396270230769231
"LOC409631",0.075151478
"LOC409633",0.1809522
"LOC409634",0.0375180025641026
"LOC409636",0.0413222727272727
"LOC409637",0
"LOC409638",0
"LOC409639",0
"LOC409640",0.0340909125
"LOC409642",0
"LOC409643",0
"LOC409644",0.089244
"LOC409646",0.0839826
"LOC409647",0
"LOC409648",0.0151515166666667
"LOC409649",0.05880235
"LOC409650",0.056493485
"LOC409653",0
"LOC409655",0.115210253161593
"LOC409658",0.00586510322580645
"LOC409659",0.00909091
"LOC409662",0
"LOC409663",0
"LOC409664",0.0615337214285714
"LOC409665",0
"LOC409666",0
"LOC409667",0.05454546
"LOC409670",0.0220057583333333
"LOC409671",0
"LOC409672",0.0303030333333333
"LOC409673",0.00395256956521739
"LOC409674",0
"LOC409675",0.0332250925
"LOC409676",0.05177484
"LOC409678",0.0998937849056604
"LOC409680",0.042077894
"LOC409681",0
"LOC409682",0.0422077583333333
"LOC409686",0.0676122
"LOC409688",0
"LOC409689",0.01818182
"LOC409692",0.0279720307692308
"LOC409693",0
"LOC409695",0.0562770166666667
"LOC409696",0
"LOC409697",0.0648884720430108
"LOC409699",0.131313183333333
"LOC409701",0.07705622
"LOC409702",0
"LOC409703",0.0820105444444444
"LOC409704",0.0413222727272727
"LOC409707",0.249639033333333
"LOC409708",0.01704545625
"LOC409709",0.0304633518518519
"LOC409711",0.0355940407407407
"LOC409712",0.0448360714285714
"LOC409713",0.0493506
"LOC409714",0.0954600692307692
"LOC409715",0.187306632142857
"LOC409717",0
"LOC409718",0
"LOC409721",0.0577200833333333
"LOC409722",0.041606525
"LOC409723",0
"LOC409724",0
"LOC409725",0
"LOC409726",0.0253555857142857
"LOC409727",0.0586820037037037
"LOC409728",0
"LOC409729",0.0819381168674699
"LOC409733",0.0854979166666667
"LOC409734",0
"LOC409735",0.021645
"LOC409736",0.0490259475
"LOC409739",0
"LOC409740",0.01332
"LOC409741",0
"LOC409743",0
"LOC409749",0.08658
"LOC409751",0.03333331
"LOC409752",0
"LOC409753",0.08658
"LOC409755",0
"LOC409757",0.0151515166666667
"LOC409759",0.06666663625
"LOC409762",0.0303030333333333
"LOC409764",0.0795454
"LOC409765",0.04545455
"LOC409766",0
"LOC409768",0.00568181875
"LOC409769",0
"LOC409770",0
"LOC409771",0.044372275
"LOC409773",0
"LOC409774",0.0392156588235294
"LOC409776",0.07840305
"LOC409777",0.0218374155555556
"LOC409778",0.0151515166666667
"LOC409780",0
"LOC409781",0.0822510655172414
"LOC409782",0.0581592130434783
"LOC409783",0.0441225576923077
"LOC409784",0
"LOC409786",0.0401416681818182
"LOC409787",0.0757575576923077
"LOC409788",0.00378787916666667
"LOC409789",0.06006496875
"LOC409791",0
"LOC409792",0.0493506
"LOC409793",0
"LOC409794",0
"LOC409795",0.0401154133333333
"LOC409796",0
"LOC409799",0
"LOC409800",0.158829551724138
"LOC409801",0.07099568
"LOC409804",0.0606060666666667
"LOC409807",0.0336330076923077
"LOC409809",0.05772
"LOC409810",0.0296845714285714
"LOC409814",0.0330859678571429
"LOC409818",0.0397481136363636
"LOC409819",0
"LOC409820",0.065416
"LOC409821",0.0804445783834586
"LOC409822",0.20202
"LOC409825",0.0746753875
"LOC409826",0.0667092327868852
"LOC409827",0.04689753
"LOC409829",0
"LOC409831",0.10562772
"LOC409833",0.0129870142857143
"LOC409835",0
"LOC409836",0.0998556133333333
"LOC409838",0
"LOC409839",0
"LOC409841",0
"LOC409842",0
"LOC409843",0.0269730134615385
"LOC409845",0.0673947022727273
"LOC409846",0.181818033333333
"LOC409847",0.0557359125
"LOC409849",0.07207787
"LOC409851",0.04545455
"LOC409852",0.0533520162162162
"LOC409856",0.0667902857142857
"LOC409857",0.0303030333333333
"LOC409859",0
"LOC409860",0
"LOC409861",0.126778
"LOC409862",0
"LOC409863",0
"LOC409865",0
"LOC409866",0
"LOC409867",0
"LOC409868",0.0369238529411765
"LOC409869",0.0750360272727273
"LOC409870",0
"LOC409871",0
"LOC409872",0.05772
"LOC409876",0
"LOC409880",0
"LOC409881",0
"LOC409882",0.0871985857142857
"LOC409883",0
"LOC409884",0.088911
"LOC409886",0
"LOC409887",0
"LOC409888",0.0542790076923077
"LOC409891",0
"LOC409892",0
"LOC409893",0.077922
"LOC409894",0.0909091
"LOC409897",0.0300483588235294
"LOC409898",0.0173160129032258
"LOC409899",0.0457637357142857
"LOC409900",0
"LOC409902",0.0582011111111111
"LOC409903",0.07142851
"LOC409904",0.0751173521126761
"LOC409905",0.023088
"LOC409906",0.0613275
"LOC409908",0.138528
"LOC409911",0
"LOC409912",0
"LOC409913",0.173947118181818
"LOC409915",0
"LOC409918",0.0742115714285714
"LOC409919",0.0247371428571429
"LOC409921",0.0713146210526316
"LOC409922",0
"LOC409923",0.03896102
"LOC409924",0
"LOC409925",0
"LOC409926",0
"LOC409927",0.05064931
"LOC409928",0.00699300769230769
"LOC409930",0
"LOC409931",0.0101010111111111
"LOC409932",0
"LOC409933",0.082251
"LOC409936",0
"LOC409937",0.0878887976744186
"LOC409941",0
"LOC409942",0.074592
"LOC409945",0
"LOC409949",0.191094571428571
"LOC409950",0.0515674725274725
"LOC409952",0.0587977126582278
"LOC409953",0
"LOC409954",0.0151515166666667
"LOC409955",0
"LOC409956",0.1590908
"LOC409957",0.07431455
"LOC409962",0
"LOC409963",0.01650431875
"LOC409965",0
"LOC409966",0.06926403
"LOC409968",0.108225
"LOC409969",0
"LOC409970",0.0763760142857143
"LOC409976",0
"LOC409977",0
"LOC409978",0
"LOC409979",0.04545455
"LOC409981",0.0763851331360947
"LOC409983",0.103607406666667
"LOC409984",0
"LOC409985",0.08744582
"LOC409986",0.12608213125
"LOC409990",0
"LOC409991",0
"LOC409992",0
"LOC409993",0
"LOC409995",0
"LOC409999",0.0440770909090909
"LOC410000",0
"LOC410001",0.053597180952381
"LOC410003",0
"LOC410004",0
"LOC410005",0.131416107142857
"LOC410006",0.0731373421052632
"LOC410007",0
"LOC410009",0.0450333778280543
"LOC410013",0.122655
"LOC410015",0.0909091
"LOC410018",0.01818182
"LOC410019",0.0174397171428571
"LOC410021",0.0440539470588235
"LOC410022",0
"LOC410023",0.121212
"LOC410024",0.121212
"LOC410026",0
"LOC410027",0
"LOC410030",0
"LOC410031",0
"LOC410034",0.034632
"LOC410035",0.0420368894736842
"LOC410037",0
"LOC410038",0.0118326066666667
"LOC410041",0
"LOC410042",0.073593
"LOC410043",0
"LOC410044",0.03896104
"LOC410045",0.02516231875
"LOC410050",0
"LOC410054",0
"LOC410057",0.0303030333333333
"LOC410058",0
"LOC410059",0.0160427823529412
"LOC410060",0
"LOC410061",0.123617005555556
"LOC410063",0.0685111826086957
"LOC410067",0.130351159259259
"LOC410069",0.1924
"LOC410070",0
"LOC410071",0
"LOC410072",0
"LOC410075",0.0646945222222222
"LOC410078",0.178507658823529
"LOC410079",0
"LOC410080",0
"LOC410083",0
"LOC410084",0
"LOC410087",0
"LOC410091",0.0593691428571429
"LOC410092",0.04588741
