LOC105827748	XP_012521288.1
LOC105831161	XP_012526580.1
LOC105831161	XP_012526581.1
LOC105831162	XP_012526586.1
LOC105831162	XP_012526595.1
LOC105831162	XP_012526603.1
LOC105831162	XP_012526609.1
LOC105831163	XP_012526582.1
LOC105831163	XP_012526583.1
LOC105831163	XP_012526584.1
LOC105831164	XP_012526585.1
LOC105831165	XP_012526587.1
LOC105831166	XP_012526588.1
LOC105831167	XP_012526589.1
LOC105831168	XP_012526590.1
LOC105831168	XP_012526591.1
LOC105831168	XP_012526592.1
LOC105831169	XP_012526593.1
LOC105831169	XP_012526594.1
LOC105831170	XP_012526596.1
LOC105831170	XP_012526597.1
LOC105831171	XP_012526598.1
LOC105831172	XP_012526599.1
LOC105831172	XP_012526600.1
LOC105831173	XP_012526601.1
LOC105831173	XP_012526602.1
LOC105831174	XP_012526604.1
LOC105831175	XP_012526605.1
LOC105831175	XP_012526606.1
LOC105831176	XP_012526607.1
LOC105831177	XP_012526608.1
LOC105831179	XP_012526610.1
LOC105831179	XP_012526611.1
LOC105831180	XP_012526612.1
LOC105831181	XP_012526613.1
LOC105831182	XP_012526614.1
LOC105831183	XP_012526615.1
LOC105831184	XP_012526616.1
LOC105831185	XP_012526617.1
LOC105831186	XP_012526621.1
LOC105831186	XP_012526629.1
LOC105831187	XP_012526618.1
LOC105831187	XP_012526619.1
LOC105831187	XP_012526620.1
LOC105831188	XP_012526622.1
LOC105831189	XP_012526623.1
LOC105831190	XP_012526624.1
LOC105831192	XP_012526625.1
LOC105831193	XP_012526626.1
LOC105831194	XP_012526627.1
LOC105831195	XP_012526630.1
LOC105831196	XP_012526631.1
LOC105831197	XP_012526632.1
LOC105831197	XP_012526633.1
LOC105831198	XP_012526634.1
LOC105831199	XP_012526635.1
LOC105831200	XP_012526636.1
LOC105831201	XP_012526640.1
LOC105831202	XP_012526637.1
LOC105831203	XP_012526638.1
LOC105831204	XP_012526639.1
LOC105831205	XP_012526641.1
LOC105831206	XP_012526642.1
LOC105831206	XP_012526643.1
LOC105831207	XP_012526644.1
LOC105831208	XP_012526645.1
LOC105831209	XP_012526646.1
LOC105831209	XP_012526647.1
LOC105831210	XP_012526651.1
LOC105831211	XP_012526648.1
LOC105831212	XP_012526649.1
LOC105831213	XP_012526650.1
LOC105831214	XP_012526652.1
LOC105831214	XP_012526653.1
LOC105831215	XP_012526654.1
LOC105831215	XP_012526655.1
LOC105831216	XP_012526656.1
LOC105831217	XP_012526657.1
LOC105831218	XP_012526658.1
LOC105831219	XP_012526663.1
LOC105831220	XP_012526659.1
LOC105831221	XP_012526660.1
LOC105831222	XP_012526661.1
LOC105831222	XP_012526662.1
LOC105831222	XP_012526664.1
LOC105831222	XP_012526665.1
LOC105831222	XP_012526666.1
LOC105831222	XP_012526667.1
LOC105831222	XP_012526668.1
LOC105831222	XP_012526669.1
LOC105831222	XP_012526670.1
LOC105831223	XP_012526671.1
LOC105831224	XP_012526672.1
LOC105831225	XP_012526673.1
LOC105831226	XP_012526674.1
LOC105831227	XP_012526675.1
LOC105831228	XP_012526676.1
LOC105831229	XP_012526677.1
LOC105831229	XP_012526678.1
LOC105831230	XP_012526679.1
LOC105831231	XP_012526680.1
LOC105831232	XP_012526681.1
LOC105831233	XP_012526686.1
LOC105831234	XP_012526682.1
LOC105831234	XP_012526683.1
LOC105831235	XP_012526684.1
LOC105831236	XP_012526685.1
LOC105831237	XP_012526687.1
LOC105831238	XP_012526688.1
LOC105831239	XP_012526689.1
LOC105831240	XP_012526690.1
LOC105831241	XP_012526691.1
LOC105831242	XP_012526692.1
LOC105831243	XP_012526693.1
LOC105831243	XP_012526694.1
LOC105831243	XP_012526695.1
LOC105831244	XP_012526698.1
LOC105831245	XP_012526696.1
LOC105831245	XP_012526697.1
LOC105831246	XP_012526699.1
LOC105831246	XP_012526700.1
LOC105831247	XP_012526701.1
LOC105831248	XP_012526702.1
LOC105831249	XP_012526703.1
LOC105831250	XP_012526704.1
LOC105831251	XP_012527116.1
LOC105831252	XP_012526709.1
LOC105831252	XP_012526717.1
LOC105831253	XP_012526706.1
LOC105831254	XP_012526707.1
LOC105831254	XP_012526708.1
LOC105831255	XP_012526710.1
LOC105831255	XP_012526711.1
LOC105831256	XP_012526712.1
LOC105831257	XP_012526713.1
LOC105831258	XP_012526714.1
LOC105831259	XP_012526715.1
LOC105831260	XP_012526716.1
LOC105831261	XP_012526718.1
LOC105831262	XP_012526719.1
LOC105831263	XP_012526720.1
LOC105831265	XP_012526721.1
LOC105831266	XP_012526722.1
LOC105831267	XP_012526723.1
LOC105831267	XP_012526724.1
LOC105831268	XP_012526728.1
LOC105831268	XP_012526737.1
LOC105831269	XP_012526725.1
LOC105831270	XP_012526726.1
LOC105831270	XP_012526727.1
LOC105831271	XP_012526729.1
LOC105831272	XP_012526730.1
LOC105831273	XP_012526731.1
LOC105831274	XP_012526732.1
LOC105831275	XP_012526733.1
LOC105831275	XP_012526734.1
LOC105831275	XP_012526735.1
LOC105831275	XP_012526736.1
LOC105831276	XP_012526738.1
LOC105831277	XP_012526739.1
LOC105831277	XP_012526740.1
LOC105831278	XP_012526741.1
LOC105831278	XP_012526742.1
LOC105831279	XP_012526743.1
LOC105831280	XP_012526744.1
LOC105831281	XP_012526745.1
LOC105831282	XP_012526748.1
LOC105831282	XP_012526758.1
LOC105831283	XP_012526746.1
LOC105831284	XP_012526747.1
LOC105831284	XP_012526749.1
LOC105831284	XP_012526750.1
LOC105831284	XP_012526751.1
LOC105831284	XP_012526752.1
LOC105831284	XP_012526753.1
LOC105831285	XP_012526754.1
LOC105831286	XP_012526755.1
LOC105831286	XP_012526756.1
LOC105831286	XP_012526757.1
LOC105831286	XP_012526759.1
LOC105831287	XP_012526760.1
LOC105831287	XP_012526761.1
LOC105831287	XP_012526762.1
LOC105831287	XP_012526763.1
LOC105831288	XP_012526764.1
LOC105831289	XP_012526765.1
LOC105831289	XP_012526766.1
LOC105831289	XP_012526767.1
LOC105831289	XP_012526768.1
LOC105831290	XP_012526771.1
LOC105831291	XP_012526769.1
LOC105831292	XP_012526770.1
LOC105831293	XP_012526772.1
LOC105831294	XP_012526773.1
LOC105831295	XP_012526774.1
LOC105831295	XP_012526775.1
LOC105831295	XP_012526776.1
LOC105831295	XP_012526777.1
LOC105831296	XP_012526778.1
LOC105831297	XP_012526779.1
LOC105831298	XP_012526784.1
LOC105831299	XP_012526780.1
LOC105831300	XP_012526781.1
LOC105831300	XP_012526782.1
LOC105831300	XP_012526783.1
LOC105831300	XP_012526785.1
LOC105831301	XP_012526786.1
LOC105831301	XP_012526787.1
LOC105831301	XP_012526788.1
LOC105831301	XP_012526789.1
LOC105831301	XP_012526790.1
LOC105831303	XP_012526791.1
LOC105831304	XP_012526792.1
LOC105831304	XP_012526793.1
LOC105831305	XP_012526797.1
LOC105831306	XP_012526794.1
LOC105831306	XP_012526795.1
LOC105831306	XP_012526796.1
LOC105831306	XP_012526798.1
LOC105831307	XP_012526799.1
LOC105831307	XP_012526800.1
LOC105831308	XP_012526801.1
LOC105831309	XP_012526802.1
LOC105831309	XP_012526803.1
LOC105831310	XP_012526804.1
LOC105831310	XP_012526805.1
LOC105831311	XP_012526809.1
LOC105831312	XP_012526806.1
LOC105831313	XP_012526807.1
LOC105831314	XP_012526808.1
LOC105831314	XP_012526810.1
LOC105831315	XP_012526811.1
LOC105831315	XP_012526812.1
LOC105831315	XP_012526813.1
LOC105831316	XP_012526814.1
LOC105831317	XP_012526815.1
LOC105831319	XP_012526816.1
LOC105831320	XP_012526820.1
LOC105831321	XP_012526817.1
LOC105831321	XP_012526818.1
LOC105831322	XP_012526819.1
LOC105831323	XP_012526821.1
LOC105831324	XP_012526822.1
LOC105831324	XP_012526823.1
LOC105831324	XP_012526824.1
LOC105831324	XP_012526825.1
LOC105831325	XP_012526826.1
LOC105831326	XP_012526827.1
LOC105831326	XP_012526828.1
LOC105831326	XP_012526829.1
LOC105831327	XP_012526832.1
LOC105831328	XP_012526830.1
LOC105831328	XP_012526831.1
LOC105831328	XP_012526833.1
LOC105831329	XP_012526834.1
LOC105831331	XP_012526835.1
LOC105831332	XP_012526836.1
LOC105831332	XP_012526837.1
LOC105831332	XP_012526838.1
LOC105831332	XP_012526839.1
LOC105831332	XP_012526840.1
LOC105831332	XP_012526841.1
LOC105831332	XP_012526842.1
LOC105831333	XP_012526844.1
LOC105831334	XP_012526843.1
LOC105831335	XP_012526845.1
LOC105831336	XP_012526846.1
LOC105831336	XP_012526847.1
LOC105831337	XP_012526848.1
LOC105831337	XP_012526849.1
LOC105831337	XP_012526850.1
LOC105831337	XP_012526851.1
LOC105831338	XP_012526852.1
LOC105831339	XP_012526853.1
LOC105831340	XP_012526856.1
LOC105831341	XP_012526854.1
LOC105831342	XP_012526855.1
LOC105831343	XP_012526857.1
LOC105831344	XP_012526858.1
LOC105831345	XP_012526859.1
LOC105831345	XP_012526860.1
LOC105831345	XP_012526861.1
LOC105831346	XP_012526862.1
LOC105831346	XP_012526863.1
LOC105831347	XP_012526864.1
LOC105831347	XP_012526865.1
LOC105831349	XP_012526866.1
LOC105831350	XP_012526867.1
LOC105831351	XP_012526906.1
LOC105831351	XP_012526991.1
LOC105831353	XP_012526868.1
LOC105831353	XP_012526869.1
LOC105831353	XP_012526870.1
LOC105831353	XP_012526871.1
LOC105831354	XP_012526872.1
LOC105831355	XP_012526873.1
LOC105831356	XP_012526874.1
LOC105831356	XP_012526875.1
LOC105831357	XP_012526876.1
LOC105831358	XP_012526877.1
LOC105831358	XP_012526878.1
LOC105831358	XP_012526879.1
LOC105831358	XP_012526880.1
LOC105831359	XP_012526881.1
LOC105831360	XP_012526882.1
LOC105831361	XP_012526883.1
LOC105831361	XP_012526884.1
LOC105831362	XP_012526885.1
LOC105831362	XP_012526886.1
LOC105831362	XP_012526887.1
LOC105831363	XP_012526889.1
LOC105831363	XP_012526898.1
LOC105831364	XP_012526888.1
LOC105831365	XP_012526890.1
LOC105831366	XP_012526891.1
LOC105831367	XP_012526892.1
LOC105831368	XP_012526893.1
LOC105831368	XP_012526894.1
LOC105831368	XP_012526895.1
LOC105831369	XP_012526896.1
LOC105831370	XP_012526897.1
LOC105831371	XP_012526899.1
LOC105831371	XP_012526900.1
LOC105831372	XP_012526901.1
LOC105831372	XP_012526902.1
LOC105831372	XP_012526903.1
LOC105831373	XP_012526904.1
LOC105831374	XP_012526905.1
LOC105831375	XP_012526907.1
LOC105831376	XP_012526911.1
LOC105831377	XP_012526908.1
LOC105831378	XP_012526909.1
LOC105831378	XP_012526910.1
LOC105831379	XP_012526912.1
LOC105831380	XP_012526913.1
LOC105831380	XP_012526914.1
LOC105831380	XP_012526915.1
LOC105831381	XP_012526916.1
LOC105831381	XP_012526917.1
LOC105831382	XP_012526918.1
LOC105831382	XP_012526919.1
LOC105831383	XP_012526924.1
LOC105831384	XP_012526920.1
LOC105831384	XP_012526921.1
LOC105831385	XP_012526922.1
LOC105831386	XP_012526923.1
LOC105831387	XP_012526925.1
LOC105831388	XP_012526926.1
LOC105831388	XP_012526927.1
LOC105831389	XP_012526928.1
LOC105831390	XP_012526929.1
LOC105831391	XP_012526930.1
LOC105831392	XP_012526931.1
LOC105831392	XP_012526932.1
LOC105831393	XP_012526935.1
LOC105831394	XP_012526933.1
LOC105831395	XP_012526934.1
LOC105831396	XP_012526936.1
LOC105831397	XP_012526937.1
LOC105831397	XP_012526938.1
LOC105831397	XP_012526939.1
LOC105831397	XP_012526940.1
LOC105831397	XP_012526941.1
LOC105831397	XP_012526942.1
LOC105831397	XP_012526943.1
LOC105831398	XP_012526944.1
LOC105831399	XP_012526948.1
LOC105831400	XP_012526945.1
LOC105831401	XP_012526946.1
LOC105831402	XP_012526947.1
LOC105831403	XP_012526949.1
LOC105831404	XP_012526950.1
LOC105831405	XP_012526951.1
LOC105831405	XP_012526952.1
LOC105831405	XP_012526953.1
LOC105831405	XP_012526954.1
LOC105831405	XP_012526955.1
LOC105831406	XP_012526956.1
LOC105831407	XP_012526960.1
LOC105831408	XP_012526957.1
LOC105831409	XP_012526958.1
LOC105831409	XP_012526959.1
LOC105831409	XP_012526961.1
LOC105831409	XP_012526962.1
LOC105831409	XP_012526963.1
LOC105831409	XP_012526964.1
LOC105831409	XP_012526965.1
LOC105831410	XP_012526966.1
LOC105831411	XP_012526967.1
LOC105831411	XP_012526968.1
LOC105831412	XP_012526969.1
LOC105831412	XP_012526970.1
LOC105831412	XP_012526971.1
LOC105831412	XP_012526972.1
LOC105831412	XP_012526973.1
LOC105831412	XP_012526975.1
LOC105831413	XP_012526974.1
LOC105831414	XP_012526976.1
LOC105831415	XP_012526977.1
LOC105831415	XP_012526978.1
LOC105831415	XP_012526979.1
LOC105831416	XP_012526980.1
LOC105831417	XP_012526981.1
LOC105831418	XP_012526982.1
LOC105831420	XP_012526983.1
LOC105831420	XP_012526984.1
LOC105831421	XP_012526985.1
LOC105831422	XP_012526986.1
LOC105831422	XP_012526987.1
LOC105831422	XP_012526988.1
LOC105831422	XP_012526989.1
LOC105831422	XP_012526990.1
LOC105831423	XP_012526996.1
LOC105831424	XP_012526992.1
LOC105831424	XP_012526993.1
LOC105831425	XP_012526994.1
LOC105831426	XP_012526995.1
LOC105831426	XP_012526997.1
LOC105831426	XP_012526998.1
LOC105831427	XP_012526999.1
LOC105831428	XP_012527000.1
LOC105831428	XP_012527001.1
LOC105831428	XP_012527002.1
LOC105831428	XP_012527003.1
LOC105831428	XP_012527004.1
LOC105831428	XP_012527005.1
LOC105831428	XP_012527006.1
LOC105831428	XP_012527007.1
LOC105831429	XP_012527010.1
LOC105831430	XP_012527008.1
LOC105831431	XP_012527009.1
LOC105831431	XP_012527011.1
LOC105831432	XP_012527012.1
LOC105831432	XP_012527013.1
LOC105831432	XP_012527014.1
LOC105831432	XP_012527015.1
LOC105831432	XP_012527016.1
LOC105831433	XP_012527017.1
LOC105831436	XP_012527021.1
LOC105831437	XP_012527018.1
LOC105831438	XP_012527019.1
LOC105831439	XP_012527020.1
LOC105831440	XP_012527022.1
LOC105831441	XP_012527023.1
LOC105831442	XP_012527024.1
LOC105831442	XP_012527025.1
LOC105831443	XP_012527026.1
LOC105831443	XP_012527027.1
LOC105831444	XP_012527028.1
LOC105831445	XP_012527029.1
LOC105831445	XP_012527030.1
LOC105831445	XP_012527031.1
LOC105831445	XP_012527032.1
LOC105831446	XP_012527036.1
LOC105831447	XP_012527033.1
LOC105831447	XP_012527034.1
LOC105831448	XP_012527035.1
LOC105831449	XP_012527037.1
LOC105831450	XP_012527038.1
LOC105831451	XP_012527039.1
LOC105831451	XP_012527040.1
LOC105831452	XP_012527041.1
LOC105831453	XP_012527042.1
LOC105831454	XP_012527043.1
LOC105831454	XP_012527044.1
LOC105831455	XP_012527048.1
LOC105831456	XP_012527045.1
LOC105831457	XP_012527046.1
LOC105831458	XP_012527047.1
LOC105831459	XP_012527049.1
LOC105831460	XP_012527050.1
LOC105831460	XP_012527051.1
LOC105831461	XP_012527052.1
LOC105831462	XP_012527053.1
LOC105831463	XP_012527054.1
LOC105831464	XP_012527055.1
LOC105831465	XP_012527060.1
LOC105831466	XP_012527056.1
LOC105831466	XP_012527057.1
LOC105831467	XP_012527058.1
LOC105831467	XP_012527059.1
LOC105831467	XP_012527061.1
LOC105831467	XP_012527062.1
LOC105831468	XP_012527063.1
LOC105831468	XP_012527064.1
LOC105831468	XP_012527065.1
LOC105831468	XP_012527066.1
LOC105831468	XP_012527067.1
LOC105831469	XP_012527068.1
LOC105831470	XP_012527072.1
LOC105831471	XP_012527069.1
LOC105831472	XP_012527070.1
LOC105831472	XP_012527071.1
LOC105831473	XP_012527117.1
LOC105831474	XP_012527073.1
LOC105831475	XP_012527074.1
LOC105831476	XP_012527075.1
LOC105831477	XP_012527076.1
LOC105831478	XP_012527077.1
LOC105831479	XP_012527078.1
LOC105831480	XP_012527079.1
LOC105831481	XP_012527084.1
LOC105831482	XP_012527080.1
LOC105831482	XP_012527081.1
LOC105831482	XP_012527082.1
LOC105831482	XP_012527083.1
LOC105831482	XP_012527085.1
LOC105831482	XP_012527086.1
LOC105831482	XP_012527087.1
LOC105831482	XP_012527088.1
LOC105831483	XP_012527089.1
LOC105831483	XP_012527090.1
LOC105831483	XP_012527091.1
LOC105831483	XP_012527092.1
LOC105831484	XP_012527093.1
LOC105831485	XP_012527097.1
LOC105831486	XP_012527094.1
LOC105831487	XP_012527095.1
LOC105831488	XP_012527096.1
LOC105831489	XP_012527098.1
LOC105831490	XP_012527099.1
LOC105831490	XP_012527100.1
LOC105831490	XP_012527101.1
LOC105831491	XP_012527102.1
LOC105831491	XP_012527103.1
LOC105831492	XP_012527104.1
LOC105831493	XP_012527105.1
LOC105831493	XP_012527106.1
LOC105831494	XP_012527110.1
LOC105831495	XP_012527107.1
LOC105831496	XP_012527108.1
LOC105831496	XP_012527109.1
LOC105831496	XP_012527111.1
LOC105831496	XP_012527112.1
LOC105831496	XP_012527113.1
LOC105831496	XP_012527114.1
LOC105831496	XP_012527115.1
LOC105831497	XP_012527118.1
LOC105831497	XP_012527119.1
LOC105831498	XP_012527120.1
LOC105831498	XP_012527121.1
LOC105831499	XP_012527125.1
LOC105831500	XP_012527122.1
LOC105831500	XP_012527123.1
LOC105831501	XP_012527124.1
LOC105831502	XP_012527126.1
LOC105831502	XP_012527127.1
LOC105831502	XP_012527128.1
LOC105831502	XP_012527129.1
LOC105831502	XP_012527130.1
LOC105831502	XP_012527131.1
LOC105831502	XP_012527132.1
LOC105831502	XP_012527133.1
LOC105831503	XP_012527134.1
LOC105831503	XP_012527135.1
LOC105831504	XP_012527138.1
LOC105831505	XP_012527136.1
LOC105831505	XP_012527137.1
LOC105831507	XP_012527139.1
LOC105831508	XP_012527140.1
LOC105831509	XP_012527141.1
LOC105831509	XP_012527142.1
LOC105831510	XP_012527143.1
LOC105831510	XP_012527144.1
LOC105831510	XP_012527145.1
LOC105831511	XP_012527146.1
LOC105831512	XP_012527150.1
LOC105831512	XP_012527157.1
LOC105831512	XP_012527164.1
LOC105831512	XP_012527172.1
LOC105831513	XP_012527147.1
LOC105831513	XP_012527148.1
LOC105831513	XP_012527149.1
LOC105831513	XP_012527151.1
LOC105831514	XP_012527152.1
LOC105831515	XP_012527153.1
LOC105831516	XP_012527154.1
LOC105831517	XP_012527155.1
LOC105831518	XP_012527156.1
LOC105831519	XP_012527158.1
LOC105831520	XP_012527159.1
LOC105831520	XP_012527160.1
LOC105831521	XP_012527161.1
LOC105831522	XP_012527162.1
LOC105831523	XP_012527163.1
LOC105831525	XP_012527165.1
LOC105831526	XP_012527166.1
LOC105831527	XP_012527167.1
LOC105831528	XP_012527168.1
LOC105831528	XP_012527169.1
LOC105831529	XP_012527170.1
LOC105831530	XP_012527171.1
LOC105831531	XP_012527173.1
LOC105831532	XP_012527174.1
LOC105831534	XP_012527178.1
LOC105831535	XP_012527175.1
LOC105831535	XP_012527176.1
LOC105831535	XP_012527177.1
LOC105831535	XP_012527179.1
LOC105831535	XP_012527180.1
LOC105831536	XP_012527181.1
LOC105831536	XP_012527182.1
LOC105831536	XP_012527183.1
LOC105831537	XP_012527184.1
LOC105831537	XP_012527185.1
LOC105831538	XP_012527189.1
LOC105831539	XP_012527186.1
LOC105831540	XP_012527187.1
LOC105831541	XP_012527188.1
LOC105831542	XP_012527230.1
LOC105831542	XP_012527306.1
LOC105831542	XP_012527388.1
LOC105831542	XP_012527480.1
LOC105831543	XP_012527190.1
LOC105831543	XP_012527191.1
LOC105831543	XP_012527192.1
LOC105831544	XP_012527193.1
LOC105831545	XP_012527194.1
LOC105831545	XP_012527195.1
LOC105831545	XP_012527196.1
LOC105831545	XP_012527197.1
LOC105831546	XP_012527198.1
LOC105831547	XP_012527202.1
LOC105831548	XP_012527199.1
LOC105831549	XP_012527200.1
LOC105831550	XP_012527201.1
LOC105831550	XP_012527203.1
LOC105831551	XP_012527204.1
LOC105831551	XP_012527205.1
LOC105831551	XP_012527206.1
LOC105831552	XP_012527207.1
LOC105831553	XP_012527208.1
LOC105831553	XP_012527209.1
LOC105831554	XP_012527210.1
LOC105831554	XP_012527211.1
LOC105831554	XP_012527212.1
LOC105831554	XP_012527213.1
LOC105831555	XP_012527214.1
LOC105831556	XP_012527215.1
LOC105831556	XP_012527216.1
LOC105831556	XP_012527217.1
LOC105831557	XP_012527218.1
LOC105831558	XP_012527219.1
LOC105831559	XP_012527220.1
LOC105831560	XP_012527221.1
LOC105831561	XP_012527222.1
LOC105831561	XP_012527223.1
LOC105831563	XP_012527224.1
LOC105831564	XP_012527225.1
LOC105831565	XP_012527226.1
LOC105831566	XP_012527227.1
LOC105831566	XP_012527228.1
LOC105831567	XP_012527229.1
LOC105831568	XP_012527231.1
LOC105831568	XP_012527232.1
LOC105831569	XP_012527233.1
LOC105831570	XP_012527234.1
LOC105831571	XP_012527235.1
LOC105831572	XP_012527236.1
LOC105831572	XP_012527237.1
LOC105831575	XP_012527238.1
LOC105831576	XP_012527239.1
LOC105831577	XP_012527240.1
LOC105831578	XP_012527241.1
LOC105831579	XP_012527242.1
LOC105831579	XP_012527243.1
LOC105831579	XP_012527244.1
LOC105831579	XP_012527245.1
LOC105831580	XP_012527246.1
LOC105831581	XP_012527247.1
LOC105831581	XP_012527248.1
LOC105831582	XP_012527249.1
LOC105831583	XP_012527250.1
LOC105831583	XP_012527251.1
LOC105831583	XP_012527252.1
LOC105831584	XP_012527256.1
LOC105831585	XP_012527253.1
LOC105831585	XP_012527254.1
LOC105831586	XP_012527255.1
LOC105831587	XP_012527257.1
LOC105831587	XP_012527258.1
LOC105831588	XP_012527259.1
LOC105831589	XP_012527260.1
LOC105831589	XP_012527261.1
LOC105831590	XP_012527262.1
LOC105831590	XP_012527263.1
LOC105831590	XP_012527264.1
LOC105831590	XP_012527265.1
LOC105831590	XP_012527266.1
LOC105831590	XP_012527267.1
LOC105831591	XP_012527270.1
LOC105831592	XP_012527268.1
LOC105831593	XP_012527269.1
LOC105831594	XP_012527271.1
LOC105831594	XP_012527272.1
LOC105831594	XP_012527273.1
LOC105831594	XP_012527274.1
LOC105831594	XP_012527275.1
LOC105831595	XP_012527276.1
LOC105831596	XP_012527277.1
LOC105831597	XP_012527278.1
LOC105831598	XP_012527282.1
LOC105831599	XP_012527279.1
LOC105831600	XP_012527280.1
LOC105831600	XP_012527281.1
LOC105831601	XP_012527283.1
LOC105831601	XP_012527284.1
LOC105831602	XP_012527285.1
LOC105831603	XP_012527286.1
LOC105831604	XP_012527287.1
LOC105831604	XP_012527288.1
LOC105831605	XP_012527289.1
LOC105831605	XP_012527290.1
LOC105831606	XP_012527291.1
LOC105831606	XP_012527292.1
LOC105831607	XP_012527293.1
LOC105831607	XP_012527294.1
LOC105831607	XP_012527295.1
LOC105831607	XP_012527296.1
LOC105831608	XP_012527297.1
LOC105831609	XP_012527298.1
LOC105831609	XP_012527299.1
LOC105831611	XP_012527300.1
LOC105831612	XP_012527301.1
LOC105831613	XP_012527307.1
LOC105831614	XP_012527302.1
LOC105831614	XP_012527303.1
LOC105831614	XP_012527304.1
LOC105831614	XP_012527305.1
LOC105831615	XP_012527308.1
LOC105831616	XP_012527309.1
LOC105831617	XP_012527310.1
LOC105831618	XP_012527311.1
LOC105831619	XP_012527312.1
LOC105831619	XP_012527313.1
