OGG gene_Mphar gene_Amel
EOG82VCBW LOC105835673 LOC724532
EOG8RNF3V LOC105834558 LOC552007
EOG8CRPVQ LOC105834204 LOC551961
EOG8HDWP9 LOC105834202 LOC409659
EOG89CT3W LOC105834201 LOC100578330
EOG8PZN2K LOC105834205 LOC412898
EOG85HVRV LOC105834198 LOC100578368
EOG8X0QNM LOC105834199 LOC726866
EOG8H7562 LOC105839601 LOC726827
EOG8WT05C LOC105829272 LOC726817
EOG8FN7CP LOC105827809 LOC726784
EOG81ZJ66 LOC105840978 LOC107964338
EOG87DD9C LOC105840996 LOC408777
EOG8V9XK7 LOC105841057 ACSF2
EOG8V9XK7 LOC105841057 LOC410988
EOG879J2B LOC105828904 LOC413423
EOG8FTZV3 LOC105828905 LOC726681
EOG8004CG LOC105829416 LOC408779
EOG8WWVDH LOC105829420 LOC726602
EOG8T4GQ9 LOC105829422 LOC409143
EOG8BVVP6 LOC105829423 LOC409142
EOG8R52XP LOC105829424 LOC726585
EOG8RFPNW LOC105829425 LOC411642
EOG8SR0S7 LOC105832729 LOC726550
EOG85782B LOC105837580 LOC552621
EOG8KM1XJ LOC105837581 LOC409559
EOG8W9MZC LOC105837579 LOC412456
EOG89PDT4 LOC105831740 LOC412457
EOG8MWC1T LOC105834216 LOC552653
EOG8897GG LOC105839603 LOC552664
EOG8DBX7X LOC105841124 LOC408780
EOG8M94M2 LOC105841123 LOC410989
EOG81NXFZ LOC105834213 LOC726378
EOG81NXFZ LOC105834213 LOC107964343
EOG8X0QN0 LOC105834195 LOC410990
EOG80VZJ2 LOC105834187 LOC726335
EOG8M94MT LOC105828838 LOC726308
EOG80GGM5 LOC105828839 LOC410992
EOG879J35 LOC105828840 LOC410993
EOG80S395 LOC105839119 LOC410997
EOG8FN7CG LOC105839118 LOC408783
EOG8FN7C6 LOC105833195 LOC410998
EOG8Z91R7 LOC105833196 LOC410999
EOG8Q87SC LOC105834220 LOC726024
EOG88PQF5 LOC105834221 LOC107964319
EOG8JQ6SC LOC105834227 LOC102655622
EOG85F0JM LOC105834219 LOC408785
EOG81RSPH LOC105830839 LOC413141
EOG8V9XKP LOC105830845 LOC725897
EOG82C157 LOC105830838 LOC102655452
EOG8258NK LOC105830834 LOC413139
EOG880MR2 LOC105830831 LOC552792
EOG8BK7ZJ LOC105830833 LOC409789
EOG8PRWKK LOC105830835 LOC725703
EOG8DZ4QK LOC105830842 LOC413137
EOG8TB76K LOC105830843 LOC725678
EOG8QNQQV LOC105832849 LOC409788
EOG8GTP7N LOC105832850 LOC725627
EOG8VHP2J LOC105840360 LOC409118
EOG8KH5PD LOC105833005 LOC411582
EOG8P5P5W LOC105840161 LOC552809
EOG8TTKCX LOC105840145 LOC411581
EOG8MWC1G LOC105840136 LOC409117
EOG8VQDHN LOC105839289 LOC411579
EOG8SXR6V LOC105839304 LOC100578015
EOG87H8K3 LOC105839271 LOC409115
EOG8VQDJT LOC105830914 LOC725102
EOG8Q87RT LOC105839892 LOC408787
EOG85TGH2 LOC105841051 LOC408788
EOG85TGH2 LOC105828243 LOC408788
EOG8V463D LOC105831637 LOC102656934
EOG8V463N LOC105831641 cact1
EOG8CRPVC LOC105828931 LOC412072
EOG8J9QTW LOC105841019 LOC725062
EOG8S7NK4 LOC105841018 LOC100578999
EOG81NXGB LOC105839048 LOC100578779
EOG8ZCX0J LOC105839046 LOC724922
EOG8SJ886 LOC105839038 LOC411003
EOG89GPB1 LOC105830959 LOC107964328
EOG8323T6 LOC105830945 LOC724698
EOG8MSGTJ LOC105830943 LOC724653
EOG8QC41B LOC105830953 LOC102655740
EOG8X3KVW LOC105830952 LOC411006
EOG8H7564 LOC105830951 LOC100578879
EOG8QVG6R LOC105830948 LOC724473
EOG85MR0Z LOC105830956 LOC408790
EOG8DFSHD LOC105830955 LOC552841
EOG86MFF1 LOC105828236 LOC724346
EOG83R6G0 LOC105828203 LOC408791
EOG85MR1F LOC105828179 LOC724216
EOG81VNXK LOC105831539 LOC411009
EOG8PK53B LOC105834658 LOC408792
EOG8KWNNT LOC105837103 LOC100576100
EOG85B498 LOC105828307 LOC409301
EOG85TGGF LOC105835289 LOC726307
EOG8030N0 LOC105837427 LOC100576412
EOG8Q5CHN LOC105833031 LOC726254
EOG8G4KKC LOC105838367 LOC411014
EOG8KSSD9 LOC105835144 LOC411013
EOG8M3D3Z LOC105837152 LOC408794
EOG8GJ2HW LOC105833403 LOC408793
EOG85QM7K LOC105829393 LOC726159
EOG8S4SBF LOC105829390 LOC726132
EOG898XWC LOC105829391 LOC411515
EOG8V72BD LOC105839586 Dl
EOG8MKRBF LOC105839587 LOC100576894
EOG8J40BC LOC105839585 LOC726045
EOG8BCHH1 LOC105839588 LOC100576745
EOG8HQHCM LOC105829594 LOC408796
EOG8JWZ7Q LOC105829592 LOC725993
EOG8BGCQ6 LOC105839103 LOC411018
EOG8RFPMT LOC105839104 LOC408797
EOG8KM1Z7 LOC105839105 LOC411019
EOG8ZCX15 LOC105839264 LOC102655970
EOG8NW2DZ LOC105834968 LOC408920
EOG880MS7 LOC105834963 LOC725311
EOG89PDTK LOC105834965 LOC411207
EOG8H1DQQ LOC105834228 LOC411206
EOG880MS8 LOC105834223 LOC408918
EOG8BVVPD LOC105829569 LOC408917
EOG8PZN2B LOC105829500 Gr10
EOG847JNV LOC105833219 LOC411204
EOG81ZJ65 LOC105833223 LOC100577553
EOG8RFPNK LOC105833221 LOC411202
EOG8284VX LOC105829029 LOC725169
EOG8BGCQT LOC105837453 LOC102656009
EOG8T7BZF LOC105831939 LOC725092
EOG8B5S0P LOC105828628 LOC725012
EOG8WQ3X4 LOC105832368 LOC411759
EOG8WT055 LOC105835649 LOC412158
EOG8X3KWF LOC105837309 LOC102654949
EOG89PDSS LOC105837307 LOC409981
EOG87SW8D LOC105837313 LOC413590
EOG87SW8D LOC105837313 LOC102655007
EOG84J5CN LOC105836943 LOC413591
EOG89CT34 LOC105837312 LOC724481
EOG8JQ6S9 LOC105837314 LOC552293
EOG808R39 LOC105837318 LOC411589
EOG8W6RR8 LOC105831369 LOC552429
EOG8PCDMZ LOC105828981 LOC724740
EOG84N1N7 LOC105831843 LOC107964261
EOG8V9XKT LOC105829485 LOC726086
EOG870XBH LOC105836051 LOC408767
EOG82FWC5 LOC105836054 LOC408769
EOG886C73 LOC105836055 LOC410979
EOG8ZCX03 LOC105836060 LOC100577272
EOG8004DS LOC105836052 LOC551541
EOG84BDWK LOC105836056 LOC410980
EOG8KWNN2 LOC105836219 LOC408770
EOG8S7NJJ LOC105836220 LOC551628
EOG898XVF LOC105837159 LOC410982
EOG89S92N LOC105830217 LOC725548
EOG837V8B LOC105832007 LOC100577397
EOG85782X LOC105832013 LOC725475
EOG83XXZH LOC105837138 LOC725360
EOG8RFPMS LOC105831104 LOC408774
EOG8W117P LOC105831103 LOC100577497
EOG815K7P LOC105831108 LOC412574
EOG84XNBT LOC105831110 LOC725125
EOG8CNTKZ LOC105834660 LOC411633
EOG898XW6 LOC105840261 LOC102656131
EOG8NGKGM LOC105833446 LOC725013
EOG8RNF3P LOC105833444 LOC724973
EOG87Q11F LOC105837582 LOC409949
EOG8HHRXK LOC105831014 LOC413520
EOG8RNF4F LOC105831011 LOC724923
EOG88SKNJ LOC105832550 LOC724890
EOG82Z7K5 LOC105838066 LOC724855
EOG8HDWP2 LOC105835294 LOC413523
EOG8VT8RW LOC105835298 LOC552194
EOG87DDBR LOC105830593 LOC552213
EOG8NS65R LOC105828818 LOC102655503
EOG8QRKZH LOC105831675 LOC724741
EOG8XPT9D LOC105831674 LOC102656620
EOG8M94KT LOC105831673 LOC552731
EOG88WFX6 LOC105831671 LOC107964262
EOG88WFX6 LOC105831671 LOC727651
EOG8G4KKP LOC105831672 LOC552727
EOG85F0HW LOC105839964 LOC411917
EOG85B48S LOC105839960 LOC409983
EOG883H05 LOC105839258 LOC551101
EOG89W59D LOC105839961 LOC552704
EOG8JMBJK LOC105831748 LOC552698
EOG85QM7M LOC105835667 LOC411678
EOG80ZTT6 LOC105831245 LOC411677
EOG808R3D LOC105837704 LOC552428
EOG886C74 LOC105832312 LOC408775
EOG8CVK2C LOC105831069 LOC410986
EOG8QJVGV LOC105833006 LOC410987
EOG82RH2S LOC105829479 LOC552379
EOG8WDH6G LOC105831753 LOC724304
EOG8GF699 LOC105831751 LOC724257
EOG8RZ1VC LOC105831750 LOC552336
EOG8TTKCD LOC105836801 LOC409658
EOG8J40BT LOC105829086 LOC412897
EOG8TQQ54 LOC105833594 LOC551956
EOG86DPXN LOC105833592 LOC726806
EOG8Q2H9C LOC105833587 LOC411919
EOG81RSQ3 LOC105833588 LOC412443
EOG89S92C LOC105836501 LOC412442
EOG857826 LOC105836503 LOC550886
EOG8QJVH6 LOC105836505 LOC100579056
EOG8J6VK7 LOC105839569 LOC408822
EOG8N8V05 LOC105832591 LOC411058
EOG8M3D4G LOC105836692 LOC411059
EOG8M3D4G LOC105837671 LOC411059
EOG8P5P4C LOC105833962 LOC411060
EOG8P5P4C LOC105837366 LOC411060
EOG8XPT9C LOC105833289 LOC724513
EOG8QNQRC LOC105833291 LOC724450
EOG8CC6VT LOC105831998 LOC411809
EOG8K0TGX LOC105827778 LOC412119
EOG8TTKCS LOC105827780 LOC727156
EOG88GZZ0 LOC105840583 LOC725492
EOG8Z65H3 LOC105833262 LOC100576359
EOG8CNTMM LOC105834974 LOC102655788
EOG8323SP LOC105828160 LOC724385
EOG8SBHSC LOC105838989 LOC724431
EOG886C7C LOC105838992 LOC102656134
EOG880MR4 LOC105840688 LOC724561
EOG83XXXR LOC105840112 LOC100576449
EOG8BVVP2 LOC105831994 LOC550749
EOG8RJJWV LOC105838721 LOC410128
EOG8SJ889 LOC105837916 LOC413930
EOG8K6K0N LOC105837917 LOC102656657
EOG876NV9 LOC105831283 LOC413929
EOG88PQDW LOC105831281 LOC724891
EOG815K7N LOC105829630 LOC409678
EOG81K278 LOC105831329 LOC551459
EOG8MWC1N LOC105831326 LOC725093
EOG8TTKD2 LOC105831328 LOC551982
EOG8R7Z6G LOC105834126 LOC725074
EOG85B492 LOC105834122 LOC406073
EOG8W118M LOC105839442 LOC725210
EOG8DBX8V LOC105839441 LOC725255
EOG8X6G3Q LOC105831226 LOC412858
EOG8S4S9F LOC105840687 LOC724515
EOG8004CK LOC105840685 LOC102656245
EOG8ZSCXH LOC105831779 LOC408824
EOG8ZSCXH LOC105832019 LOC408824
EOG8TTKCV LOC105839088 LOC551174
EOG880MR6 LOC105840302 LOC551219
EOG8XD6KH LOC105833209 LOC409206
EOG8Z0F14 LOC105833211 LOC413129
EOG854CT1 LOC105833207 LOC409782
EOG8PG8VJ LOC105836359 LOC413128
EOG8Z91QV LOC105836361 LOC409781
EOG8Z398F LOC105836356 LOC100578822
EOG8KWNN3 LOC105836363 LOC725211
EOG8HQHD6 LOC105836982 LOC409547
EOG815K84 LOC105836951 LOC102654384
EOG87Q11B LOC105836935 LOC411465
EOG85HVS3 LOC105838713 LOC412687
EOG85B48V LOC105833636 LOC409882
EOG80GGKB LOC105832118 LOC100578215
EOG8W1179 LOC105832108 LOC411981
EOG841T61 LOC105832109 LOC552764
EOG87WRHK LOC105832110 LOC409047
EOG8RZ1VV LOC105832111 LOC726653
EOG8XWJSK LOC105834616 LOC552748
EOG8VT8S2 LOC105832986 LOC411892
EOG8K0THK LOC105841000 LOC409254
EOG815K7R LOC105831061 LOC726568
EOG815K7R LOC105834969 LOC726568
EOG8284WV LOC105833732 LOC100577410
EOG85F0J0 LOC105831606 LOC414043
EOG80KBVH LOC105840393 LOC726480
EOG8D29JP LOC105833631 LOC413705
EOG8G7FTS LOC105840363 LOC726439
EOG8T7BXP LOC105840342 LOC412408
EOG8HTCMW LOC105833533 LOC411080
EOG8T1MG7 LOC105833534 LOC552672
EOG8VX50N LOC105833531 LOC411079
EOG8004DK LOC105833530 LOC726284
EOG844PF2 LOC105833529 LOC100578984
EOG84J5CM LOC105837240 LOC411078
EOG84J5CM LOC105838959 LOC411078
EOG89CT3D LOC105837235 LOC413365
EOG8DJNSD LOC105830496 LOC100188940
EOG87M4S9 LOC105840139 LOC409167
EOG80ZTSH LOC105832998 LOC100579049
EOG89CT40 LOC105837126 LOC411077
EOG85TGGB LOC105837125 LOC408830
EOG8GF68W LOC105837120 LOC725833
EOG8TB769 LOC105837123 LOC552486
EOG8X6G48 LOC105836301 LOC411076
EOG8K9F6H LOC105834785 LOC725732
EOG89S92B LOC105832344 LOC408827
EOG8284W0 LOC105832342 LOC408826
EOG8284W0 LOC105832342 LOC727440
EOG8284W0 LOC105832342 LOC100576978
EOG8RZ1VG LOC105834619 LOC725476
EOG80VZHW LOC105834620 LOC411073
EOG8THZP0 LOC105828697 LOC411071
EOG87Q119 LOC105828696 LOC725361
EOG8S7NJ9 LOC105837416 LOC411070
EOG87DD9Z LOC105835987 LOC411069
EOG87DD9Z LOC105838751 LOC411069
EOG8ZSCXF LOC105836993 LOC411068
EOG8ZSCXF LOC105837763 LOC411068
EOG8ZSCXF LOC105838752 LOC411068
EOG8MSGTM LOC105835691 LOC724868
EOG8GBB2G LOC105833955 LOC725212
EOG80P73H LOC105833956 LOC725170
EOG8QRKZZ LOC105833949 LOC552195
EOG82Z7JP LOC105833952 LOC411065
EOG8PK539 LOC105833948 LOC725015
EOG8VT8RS LOC105836173 LOC724925
EOG80CMC3 LOC105828184 LOC100577896
EOG8MPMKF LOC105839688 LOC552102
EOG8J40BW LOC105830634 LOC411062
EOG8T1MGS LOC105834021 LOC552023
EOG8NGKGC LOC105828127 LOC102656371
EOG8V9XKF LOC105836806 LOC551897
EOG8Z65H8 LOC105837095 LOC412751
EOG805VVR LOC105830903 LOC550673
EOG80S39H LOC105830305 LOC551802
EOG8SXR6Q LOC105828372 LOC413021
EOG8MWC23 LOC105828396 LOC100578151
EOG8KSSDR LOC105828405 LOC413020
EOG8S7NK5 LOC105840861 LOC724168
EOG8FTZTT LOC105838519 LOC100577231
EOG8KH5PR LOC105838714 LOC727582
EOG8H48ZV LOC105836643 LOC724169
EOG82VC9Q LOC105836641 LOC408831
EOG812Q1G LOC105835352 LOC411081
EOG89PDTH LOC105835350 LOC724348
EOG8HHRWQ LOC105835345 LOC411083
EOG8V19W3 LOC105836866 LOC724432
EOG8BS0G3 LOC105835853 LOC102655904
EOG82RH35 LOC105835856 LOC551480
EOG8FXV32 LOC105835346 LOC413691
EOG8JWZ7R LOC105836874 LOC413690
EOG8BGCQ7 LOC105836876 LOC724563
EOG80P727 LOC105836872 LOC724607
EOG87SW81 LOC105836871 LOC413171
EOG80GGKK LOC105836870 LOC413169
EOG83NB6W LOC105832116 LOC551830
EOG84J5CZ LOC105832106 LOC413366
EOG8DNJ00 LOC105829513 LOC551747
EOG89W59C LOC105838916 LOC726260
EOG8J6VM0 LOC105838909 LOC100578651
EOG8J40C0 LOC105838915 LOC726318
EOG864364 LOC105840860 LOC409334
EOG864364 LOC105832548 LOC409334
EOG8Z65GZ LOC105832545 LOC725477
EOG8W6RQ6 LOC105832547 LOC410109
EOG8ZCX13 LOC105832539 LOC725568
EOG876NTH LOC105832540 LOC409456
EOG8WQ3XF LOC105836081 LOC725362
EOG8CRPTH LOC105836070 LOC552574
EOG8VHP2M LOC105833173 LOC102654987
EOG886C70 LOC105837781 LOC107963978
EOG84J5DS LOC105837914 LOC100578191
EOG822DDC LOC105837912 LOC552536
EOG89CT42 LOC105837913 LOC725171
EOG8ZW866 LOC105835140 LOC100578864
EOG8PG8V6 LOC105835138 LOC413548
EOG89W58Z LOC105835139 LOC102655112
EOG88SKP4 LOC105835025 LOC413439
EOG8NP9ZT LOC105835026 LOC102655240
EOG8897G7 LOC105835024 LOC724974
EOG8X3KX4 LOC105835012 LOC725147
EOG8897GV LOC105836691 LOC552441
EOG8STVZT LOC105836689 LOC409382
EOG81K26P LOC105831346 LOC100578355
EOG8NCQ7R LOC105831343 LOC724856
EOG8NCQ7R LOC105831343 LOC412188
EOG8XH2TJ LOC105828362 LOC724433
EOG8XH2TJ LOC105828362 LOC724228
EOG8GF68M LOC105836432 LOC408835
EOG869TPF LOC105836434 LOC724349
EOG8H48ZS LOC105831086 LOC724306
EOG8QJVH7 LOC105831085 LOC551692
EOG89S91Q LOC105832187 LOC100576216
EOG873SMC LOC105832188 LOC726107
EOG8BP476 LOC105832189 LOC100576165
EOG8N078H LOC105828657 LOC551548
EOG8TQQ5K LOC105828658 LOC102655563
EOG8SR0RZ LOC105828652 LOC102655168
EOG8XD6KJ LOC105828654 LOC551619
EOG8GXJG7 LOC105828655 LOC551578
EOG8616ZB LOC105837166 LOC727113
EOG84TS3X LOC105831092 LOC551526
EOG8X9BBM LOC105830827 LOC414032
EOG8HTCMS LOC105829669 LOC100578106
EOG8HTCMS LOC105829669 LOC100578616
EOG81NXFT LOC105834367 LOC410165
EOG89GPBT LOC105840928 LOC411088
EOG8B2WS0 LOC105840942 LOC552413
EOG8RFPNB LOC105840936 LOC551258
EOG8S7NK1 LOC105827777 LOC409819
EOG8FJC4C LOC105827776 LOC552381
EOG81K26S LOC105833154 LOC552357
EOG8FXV2X LOC105837933 LOC409818
EOG812Q1Z LOC105840803 LOC726309
EOG8V4636 LOC105837935 LOC413542
EOG8B5S17 LOC105839928 LOC726255
EOG80P72W LOC105839930 LOC409698
EOG8B5S0X LOC105839929 LOC412965
EOG8PG8W6 LOC105839932 LOC412966
EOG8CVK36 LOC105837252 LOC726269
EOG8MWC1D LOC105834699 LOC412968
EOG8MWC1D LOC105839591 LOC412968
EOG8F7RF7 LOC105834158 LOC412969
EOG8G7FTH LOC105830306 LOC552103
EOG8FR3MC LOC105840720 LOC408834
EOG8TF3FH LOC105840721 LOC408833
EOG8GMXRC LOC105840719 LOC107964493
EOG8616Z8 LOC105832643 LOC411086
EOG87DDBD LOC105832638 LOC411085
EOG8RZ1VF LOC105840661 LOC100577967
EOG8HQHD3 LOC105831344 LOC725795
EOG84F949 LOC105837413 LOC100576196
EOG8Z398R LOC105839248 LOC411095
EOG83R6HF LOC105839249 LOC724369
EOG83FKRV LOC105834737 LOC411093
EOG8BS0F5 LOC105834740 LOC408836
EOG8WDH6N LOC105836487 LOC724700
EOG841T6D LOC105836483 LOC411091
EOG8258N7 LOC105833287 LOC411090
EOG84TS3W LOC105832186 LOC100576129
EOG8XKZ2J LOC105836448 LOC411962
EOG82RH2Q LOC105835849 LOC725435
EOG8DV8G3 LOC105834852 LOC412286
EOG8ZSCZR LOC105834912 LOC552559
EOG8DNJ0D LOC105834859 LOC725148
EOG8FBMNB LOC105830546 LOC552513
EOG8DJNRZ LOC105831241 LOC725038
EOG8PVRV1 LOC105839825 LOC100578476
EOG8SBHSN LOC105831087 Err
EOG81NXFS LOC105831091 LOC724926
EOG8X3KVN LOC105831090 LOC412232
EOG873SM8 LOC105827794 LOC552450
EOG841T5X LOC105827796 LOC102654127
EOG841T5X LOC105827796 LOC102654821
EOG8P2SX9 LOC105839690 LOC413711
EOG8X3KVP LOC105835622 LOC724701
EOG89W58R LOC105828923 LOC552324
EOG8XSPJ7 LOC105828925 LOC552299
EOG8GMXSP LOC105828928 LOC102654567
EOG857820 LOC105828927 LOC409046
EOG8QNQQG LOC105830427 LOC100576683
EOG8R7Z5R LOC105830429 LOC411385
EOG88WFWZ LOC105830428 LOC724388
EOG8VT8RK LOC105830430 LOC100576817
EOG8CVK2F LOC105831070 LOC411891
EOG88GZZ7 LOC105841119 LOC411890
EOG8CC6VS LOC105841117 LOC409576
EOG84QWVB LOC105837849 LOC408850
EOG8TB75N LOC105837850 LOC408851
EOG8Z91RW LOC105839918 LOC411114
EOG8HHRXS LOC105835940 LOC726337
EOG8SJ89C LOC105834242 LOC102655661
EOG8ZCX0D LOC105835938 LOC408853
EOG8ZKNFW LOC105835936 LOC551919
EOG8MPMJR LOC105835950 LOC550966
EOG8H48Z0 LOC105838886 LOC411115
EOG82C13S LOC105838467 LOC409686
EOG854CTF LOC105835635 LOC552025
EOG8TB75M LOC105833761 LOC726002
EOG84XNB1 LOC105832644 Dcr-1
EOG8XH2TS LOC105829960 LOC412531
EOG8JWZ8H LOC105836368 LOC409510
EOG8JMBJB LOC105839418 LOC552198
EOG822DDX LOC105831363 LOC726139
EOG86MFD6 LOC105837320 LOC413926
EOG8G4KK9 LOC105839246 LOC552236
EOG8PRWK7 LOC105839250 LOC726216
EOG880MR8 LOC105836486 LOC413966
EOG8GBB2H LOC105831931 LOC107964437
EOG8C2M4S LOC105831932 LOC100578382
EOG847JP7 LOC105828240 LOC725569
EOG8QRKZV LOC105830543 LOC552679
EOG88PQDX LOC105836950 LOC413935
EOG8CG33W LOC105836948 LOC102654186
EOG857833 LOC105836952 LOC102654091
EOG84TS3R LOC105828816 LOC100578746
EOG8MD0TX LOC105828815 LOC411604
EOG8X0QMR LOC105836229 LOC411603
EOG8258NP LOC105836228 LOC727416
EOG8NZXPC LOC105836232 LOC727420
EOG8G1QBH LOC105833470 LOC727431
EOG8G1QC2 LOC105833469 LOC551934
EOG8B01HS LOC105836226 LOC100578733
EOG8V72BG LOC105836224 LOC551890
EOG8T4GPT LOC105836223 LOC413001
EOG87H8JF LOC105836221 LOC412641
EOG8W9MZW LOC105836222 LOC725511
EOG8VMJ91 LOC105829516 LOC551758
EOG8VMJ91 LOC105829515 LOC551758
EOG8DFSHQ LOC105827848 LOC725363
EOG8T1MG5 LOC105840235 LOC551854
EOG8DRD6S LOC105829227 LOC102656021
EOG81RSPB LOC105829228 LOC107964400
EOG8JHG9T LOC105832296 LOC408848
EOG8TMTWN LOC105829407 LOC100578865
EOG8V19VW LOC105835182 LOC408847
EOG8B2WRZ LOC105835185 LOC408846
EOG84J5C9 LOC105835213 LOC408845
EOG8B01JF LOC105829517 LOC408844
EOG8962MV LOC105829519 LOC724743
EOG8M94KV LOC105839020 LOC411113
EOG8J143V LOC105837107 LOC100576965
EOG898XVP LOC105837105 LOC100579007
EOG8KD9FQ LOC105837106 LOC102654740
EOG8QNQR0 LOC105836099 LOC408843
EOG81G5ZF LOC105838137 LOC408842
EOG873SMD LOC105840555 LOC724307
EOG8WHCF3 LOC105832180 LOC100577295
EOG8MSGT4 LOC105832184 LOC100577335
EOG8SN4GZ LOC105834874 LOC408841
EOG88D3QB LOC105834877 LOC724133
EOG8WQ3WZ LOC105835430 LOC724524
EOG8MD0TM LOC105835429 LOC411829
EOG8J40BV LOC105828707 LOC552805
EOG80CMBN LOC105836815 LOC411828
EOG8QRM0J LOC105836819 LOC408837
EOG89CT3V LOC105831669 LOC726828
EOG822DDR LOC105831668 LOC107964412
EOG8GMXS1 LOC105831667 LOC100577717
EOG8THZNK LOC105828247 LOC102656501
EOG886C81 LOC105829631 LOC411099
EOG8VMJ97 LOC105829633 LOC100577941
EOG8NCQ78 LOC105839413 LOC411100
EOG876NVN LOC105839409 LOC552780
EOG8JQ6S2 LOC105839412 LOC408839
EOG8TQQ57 LOC105839414 LOC100578156
EOG8XPTBG LOC105839423 LOC100578193
EOG8M0HWV LOC105839421 LOC100578085
EOG81C9QX LOC105839424 LOC726682
EOG805VW0 LOC105839419 LOC411102
EOG89W598 LOC105833205 LOC411103
EOG82C154 LOC105828437 LOC411104
EOG8030MK LOC105833546 LOC408840
EOG85QM7W LOC105832226 LOC411105
EOG8DJNRJ LOC105828911 LOC411106
EOG8VT8S7 LOC105828895 LOC726530
EOG8NS66V LOC105828933 LOC726429
EOG8FR3MV LOC105828926 LOC411524
EOG8XD6K9 LOC105835347 LOC726497
EOG8JQ6SZ LOC105837135 LOC100578718
EOG8N33HH LOC105831448 LOC413319
EOG81G5ZV LOC105831456 LOC409867
EOG80CMBR LOC105831457 LOC409866
EOG869TP5 LOC105837133 LOC413318
EOG8284W6 LOC105831450 LOC726336
EOG818FGS LOC105831449 LOC726310
EOG8KWNP2 LOC105831454 LOC552659
EOG844PDS LOC105831453 LOC411758
EOG8030NH LOC105831452 LOC411757
EOG86T5X7 LOC105836127 LOC726118
EOG8MGW2N LOC105836135 LOC411756
EOG8V72BM LOC105840179 LOC552607
EOG8QJVH1 LOC105839600 LOC409155
EOG8323S9 LOC105832112 LOC100576413
EOG873SKK LOC105832113 LOC412593
EOG8P2SXB LOC105832114 LOC102656249
EOG88D3Q6 LOC105838507 LOC727450
EOG8H1DQ5 LOC105831881 LOC551903
EOG8TXFMC LOC105828972 LOC413451
EOG8H7568 LOC105840676 LOC100576667
EOG8H7568 LOC105828973 LOC100576667
EOG8M68C2 LOC105830194 LOC410056
EOG88PQF6 LOC105829676 LOC100576859
EOG880MRQ LOC105833591 LOC100576826
EOG84QWW7 LOC105833596 LOC100576794
EOG8JWZ82 LOC105833595 LOC412707
EOG8NGKGN LOC105830158 LOC412543
EOG805VVM LOC105839915 LOC725934
EOG8PRWKH LOC105828856 LOC413763
EOG8PRWKH LOC105839914 LOC413763
EOG84QWW4 LOC105837853 LOC725796
EOG86HK5C LOC105837847 LOC100577237
EOG8Q2H94 LOC105839916 LOC413766
EOG8030NT LOC105836236 LOC552323
EOG81G60P LOC105837854 LOC725733
EOG8X3KVK LOC105832099 LOC725704
EOG8X3KVK LOC105837182 LOC725704
EOG8DZ4PZ LOC105833995 LOC107964402
EOG85MR1D LOC105834795 LOC412378
EOG83V2QX LOC105837509 LOC725628
EOG8B2WRH LOC105836778 LOC552382
EOG81ZJ54 LOC105836804 LOC725550
EOG8ZCX0V LOC105830426 LOC412445
EOG80VZJT LOC105828656 LOC725478
EOG8M94MP LOC105831156 LOC552449
EOG83NB71 LOC105829026 LOC413370
EOG8FTZTW LOC105829021 LOC412059
EOG8ZW861 LOC105829025 LOC409333
EOG87DD9K LOC105829022 LOC411419
EOG8HQHD9 LOC105829023 LOC100577955
EOG8HQHD9 LOC105831193 LOC100577955
EOG83JG03 LOC105829020 LOC552512
EOG8TB76V LOC105834739 LOC552523
EOG82Z7K6 LOC105832449 LOC408859
EOG89GPB9 LOC105832447 LOC726102
EOG8CG33S LOC105832452 LOC100576848
EOG80GGM0 LOC105832453 LOC408860
EOG81RSPD LOC105832450 LOC411121
EOG82FWCF LOC105832455 LOC411122
EOG8PK53X LOC105840812 LOC726025
EOG8FTZV4 LOC105832993 nAChRa3
EOG8ZCX0G LOC105835005 LOC725963
EOG8VHP1R LOC105833907 LOC412097
EOG81ZJ5H LOC105828622 LOC100576600
EOG8SN4HZ LOC105828623 LOC100576559
EOG8K6K09 LOC105839719 LOC725744
EOG81VNZM LOC105831543 LOC725835
EOG81VNZM LOC105836888 LOC725835
EOG8FJC46 LOC105836887 LOC409594
EOG8C2M5M LOC105831705 LOC411647
EOG83NB7T LOC105836478 LOC725760
EOG87DD9H LOC105836480 LOC551920
EOG8N8V09 LOC105839545 LOC411649
EOG8R26Q2 LOC105834138 LOC551877
EOG8K6K04 LOC105839546 LOC551855
EOG8KWNP6 LOC105834143 LOC551831
EOG86436W LOC105836693 LOC725551
EOG8QNQQF LOC105840390 LOC409359
EOG8X3KWD LOC105840389 LOC551441
EOG8PZN2H LOC105833170 LOC412227
EOG8PZN2H LOC105839215 LOC412227
EOG8BGCQK LOC105836482 LOC408862
EOG8XSPK1 LOC105836476 LOC726189
EOG83R6G1 LOC105837272 LOC100576404
EOG8THZPD LOC105830309 LOC408863
EOG8VQDHK LOC105830310 LOC411124
EOG89CT43 LOC105830311 LOC408864
EOG8MD0TK LOC105833715 LOC412544
EOG89PDT5 LOC105833741 LOC409153
EOG8WDH75 LOC105837693 LOC411664
EOG8CNTKR LOC105837697 LOC552325
EOG8KM1XG LOC105837691 LOC100576346
EOG8T1MFW LOC105837690 LOC409043
EOG8J6VKF LOC105837694 LOC551314
EOG8VDSTG LOC105837689 LOC724170
EOG837V8T LOC105837698 LOC724218
