Gene,SwissProt,UniProt,L2,L3,L4,L5,Head,Gaster,Larval,Overall,Fixed Synonymous,Fixed Non-Synonymous,Polymorphic Synonymous,Polymorphic Non-Synonymous,Number Synonymous,Number Non-Synonymous,BSnIPRE.class,BSnIPRE.est,BSnIPRE.gamma,NI.class,NI.class.BFcorrect,MKtest P-value,"""-LOG(Neutrality Index)""",Raw PS,PS1,PS2
LOC105828664,Enolase,Enolase (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,66,5,24,3,372.3333333,1037.666667,neut,-0.066239715,-0.088076949,neut,neut,0.806950443,-0.500775288,cellular organisms,cellular,cellular
LOC105828665,Facilitated trehalose transporter Tret1-2 homolog,Sugar transporter ERD6-like 6,NDE,Worker,Reproductive,Reproductive,Worker,Worker,NDE,NDE,108,32,28,8,477,1155,neut,0.123123351,0.168852269,neut,neut,1,0.036367644,cellular organisms,cellular,cellular
LOC105828666,-,Putative uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,17,7,10,2,349,782,neut,0.26793446,0.39195389,neut,neut,0.683091398,0.722134717,Arthropoda,insect,insect
LOC105828667,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828668,Gustatory receptor for bitter taste 66a,Uncharacterized protein,NDE,NDE,Worker,NDE,Worker,NDE,NDE,Worker,6,1,6,5,329.3333333,942.6666667,neut,-0.839573789,-1.047882364,neut,neut,0.392714856,-1.609437912,Neoptera,ant,hymenopteran_ant
LOC105828669,DNA/RNA-binding protein KIN17,DNA/RNA-binding protein KIN17,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,10,4,1,2,288.3333333,887.6666667,neut,-0.241750988,-0.305189854,neut,neut,0.556975807,-1.609437912,Eukaryota,eukaryote,eukaryote
LOC105828670,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,0,1,3,7,169,461,neg,-1.168200305,-1.494052723,NA,NA,NA,NA,Bilateria,bilaterian,bilaterian
LOC105828671,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828672,THO complex subunit 5 homolog,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,127,16,16,2,570.6666667,1439.333333,neut,0.284064858,0.398942133,neut,neut,1,0.007843177,Eukaryota,eukaryote,eukaryote
LOC105828673,Differentially expressed in FDCP 6 homolog,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,58,7,6,0,432.6666667,1178.333333,neut,0.609678126,0.942965909,NA,NA,NA,NA,Metazoa,bilaterian,bilaterian
LOC105828674,Coiled-coil domain-containing protein 65,Coiled-coil domain-containing protein 65,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,29,12,3,3,317.6666667,876.3333333,neut,-0.073940022,-0.095495833,neut,neut,0.583247342,-0.88238918,Eukaryota,eukaryote,eukaryote
LOC105828675,INO80 complex subunit B,INO80 complex subunit B,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,86,12,20,0,250.6666667,688.3333333,neut,1.03850716,1.915432484,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828676,G2/mitotic-specific cyclin-A,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,56,18,16,2,389,1072,neut,0.617375,0.977269139,neut,neut,0.36794225,0.944461609,Eukaryota,eukaryote,eukaryote
LOC105828677,Fork head domain-containing protein crocodile,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828678,Nucleosome assembly protein 1-like 1,Nucleosome assembly protein 1-like 4,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,75,20,15,0,273.3333333,887.6666667,pos,1.155960431,2.236670182,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828679,-,Putative uncharacterized protein (Fragment),NDE,Reproductive,NDE,NDE,Reproductive,NDE,Reproductive,Reproductive,31,4,6,0,228.3333333,617.6666667,neut,0.507225004,0.76585416,NA,NA,NA,NA,Metazoa,bilaterian,bilaterian
LOC105828680,Laccase-1,Laccase-9,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,45,36,7,8,515.3333333,1335.666667,neut,-0.037779043,-0.049366449,neut,neut,0.724395393,-0.356674944,cellular organisms,cellular,cellular
LOC105828682,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,56,46,16,5,727,1913,neut,0.728272003,1.197806355,neut,neut,0.118748086,0.966440516,Endopterygota,ant,hymenopteran_ant
LOC105828683,Protein king tubby,Tubby-like protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,25,2,7,0,345.3333333,905.6666667,neut,0.323809014,0.468047149,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828684,T-box transcription factor TBX20,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828685,60S ribosomal protein L18,60S ribosomal protein L18,NDE,NDE,NDE,NDE,Worker,Reproductive,NDE,NDE,25,17,14,2,244,584,neut,0.844339774,1.48536956,neut,neut,0.086161972,1.560247668,cellular organisms,cellular,cellular
LOC105828686,-,Uncharacterized protein,NDE,Reproductive,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,30,70,9,17,1883.333333,5424.666667,neut,0.163070041,0.227373926,neut,neut,0.829441617,0.211309094,Aculeata,ant,hymenopteran_ant
LOC105828687,Nyctalopin,Putative uncharacterized protein (Fragment),NDE,Worker,Worker,NDE,Worker,Worker,NDE,Worker,58,53,7,9,569,1315,neut,0.01160984,0.01527236,neut,neut,0.712438183,-0.341465525,cellular organisms,cellular,cellular
LOC105828688,DnaJ homolog subfamily C member 9,DnaJ-like protein subfamily C member 9,NDE,NDE,NDE,NDE,NDE,Worker,NDE,Worker,13,10,10,1,196.3333333,619.6666667,neut,0.741889745,1.262383404,neut,neut,0.106677859,2.040220829,cellular organisms,cellular,cellular
LOC105828690,Enhancer of mRNA-decapping protein 3,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,20,3,5,0,401.6666667,1005.333333,neut,0.311851112,0.447940104,NA,NA,NA,NA,Opisthokonta,bilaterian,bilaterian
LOC105828691,Fatty acid synthase,Fatty acid synthase,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,0,0,1,7,32,106,neg,-1.461037644,-1.842108333,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105828692,Desumoylating isopeptidase 2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,28,0,2,0,161.3333333,447.6666667,neut,0.253607275,0.352524941,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828693,mRNA turnover protein 4 homolog,mRNA turnover protein 4-like protein,NDE,NDE,NDE,Reproductive,Reproductive,Reproductive,NDE,Reproductive,28,18,6,1,195.3333333,524.6666667,neut,0.796997491,1.329245434,neut,neut,0.393116265,1.349926717,cellular organisms,cellular,cellular
LOC105828694,-,Uncharacterized protein,NDE,NDE,Worker,Worker,NDE,NDE,NDE,NDE,6,4,4,0,250,608,neut,0.405507943,0.608991842,NA,NA,NA,NA,Aculeata,ant,hymenopteran_ant
LOC105828695,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828696,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828697,DnaJ protein homolog 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,38,5,5,1,285.3333333,815.6666667,neut,0.176326642,0.24138385,neut,neut,1,-0.418710335,cellular organisms,cellular,cellular
LOC105828698,Odorant receptor 13a,Odorant receptor,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,12,6,0,0,269,754,neut,0.462834606,0.685294206,NA,NA,NA,NA,Neoptera,ant,hymenopteran_ant
LOC105828699,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,10,7,2,0,228.6666667,671.3333333,neut,0.606694691,0.948609267,NA,NA,NA,NA,Apocrita,ant,hymenopteran_ant
LOC105828701,Indole-3-acetaldehyde oxidase,Xanthine dehydrogenase,NDE,NDE,Worker,NDE,Worker,NDE,NDE,Worker,16,10,5,5,329.3333333,945.6666667,neut,-0.250164662,-0.318646246,neut,neut,0.801359256,-0.470003629,cellular organisms,cellular,cellular
LOC105828702,Transposon Tf2-6 polyprotein,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828703,Xanthine dehydrogenase,Xanthine dehydrogenase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828704,Xanthine dehydrogenase/oxidase,Xanthine dehydrogenase,NDE,NDE,NDE,NDE,NDE,Worker,NDE,NDE,59,25,21,12,752,2161,neut,-0.228474721,-0.293893257,neut,neut,0.638260712,-0.299045831,cellular organisms,cellular,cellular
LOC105828705,Retinol dehydrogenase 12,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,0,1,0,3,74.33333333,213.6666667,neut,-0.859678268,-1.032023857,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828707,Protein shifted,Protein shifted,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,50,24,8,0,302.3333333,798.6666667,neut,1.123848108,2.132477491,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828708,Protein shifted,Protein shifted,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,24,13,14,0,183.3333333,494.6666667,pos,1.194722229,2.438139741,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105828709,Chymotrypsin-2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,1,1,4,8,195,552,neg,-1.140619879,-1.485513397,neut,neut,1,-0.693147181,cellular organisms,cellular,cellular
LOC105828710,Transmembrane 9 superfamily member 4,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,60,4,9,1,516,1377,neut,0.062596478,0.083449771,neut,neut,1,-0.510825624,Eukaryota,eukaryote,eukaryote
LOC105828711,Neuroguidin,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,48,6,14,2,257.3333333,678.6666667,neut,0.135306714,0.186451019,neut,neut,1,-0.133531393,Eukaryota,eukaryote,eukaryote
LOC105828712,Growth arrest-specific protein 2,Growth arrest-specific protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,54,16,15,4,409.3333333,925.6666667,neut,0.194869125,0.272634983,neut,neut,1,0.105360516,Opisthokonta,bilaterian,bilaterian
LOC105828713,Septin-2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,21,0,10,0,313.3333333,955.6666667,neut,0.132700972,0.186045152,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828714,-,Putative uncharacterized protein,NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,4,3,0,1,151,296,neut,-0.101568135,-0.132233829,NA,NA,NA,NA,Arthropoda,insect,insect
LOC105828716,Succinyl-CoA ligase  ADP-forming  subunit beta  mitochondrial (Fragment),Succinyl-CoA ligase subunit beta,NDE,NDE,Reproductive,NDE,Worker,Worker,NDE,Worker,27,0,4,1,291.6666667,830.3333333,neut,-0.232405867,-0.291706107,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105828717,AP-2 complex subunit mu,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,80,0,23,0,350,979,neut,0.397920377,0.588734591,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828718,Mitochondrial enolase superfamily member 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828719,Protein bric-a-brac 2,Pipsqueak,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,34,2,14,0,448.3333333,1108.666667,neut,0.3950028,0.590254833,NA,NA,NA,NA,Opisthokonta,bilaterian,bilaterian
LOC105828720,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828721,Alpha-catulin,Alpha-catulin,NDE,NDE,Worker,Worker,NDE,Worker,Worker,Worker,59,7,24,0,732,1770,neut,0.749468923,1.261048904,NA,NA,NA,NA,Metazoa,bilaterian,bilaterian
LOC105828722,Cytochrome P450 4C1,Cytochrome P450 4C1,NDE,NDE,NDE,NDE,Worker,Reproductive,NDE,Reproductive,2,2,3,1,268.6666667,739.3333333,neut,-0.147706912,-0.197762021,neut,neut,1,1.098612289,cellular organisms,cellular,cellular
LOC105828723,Cytochrome P450 4C1,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,Reproductive,NDE,Reproductive,2,0,5,0,64.66666667,181.3333333,neut,0.178673337,0.261800919,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105828724,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828725,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828726,Coiled-coil domain-containing protein 39,Coiled-coil domain-containing protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828727,Transmembrane 9 superfamily member 3,Transmembrane 9 superfamily member 3,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,5,2,1,1,455.6666667,1317.333333,neut,-0.283453792,-0.35909722,neut,neut,1,-0.916290732,Eukaryota,eukaryote,eukaryote
LOC105828728,Stress-associated endoplasmic reticulum protein 2,Stress-associated endoplasmic reticulum protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,4,0,1,0,53,142,neut,0.155094795,0.214115369,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828729,Protein SZT2,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,103,80,22,13,2698.666667,7474.333333,neut,0.289017254,0.411465417,neut,neut,0.593438899,0.273390742,Eukaryota,eukaryote,eukaryote
LOC105828730,E3 ubiquitin-protein ligase HUWE1,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,171,33,35,4,3510.666667,9095.333333,neut,0.416179334,0.613199328,neut,neut,0.484158368,0.523897705,Eukaryota,eukaryote,eukaryote
LOC105828731,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828732,Neural/ectodermal development factor IMP-L2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,45,12,8,2,264,636,neut,0.275033251,0.387887998,neut,neut,1,0.064538521,Eumetazoa,bilaterian,bilaterian
LOC105828733,5-aminolevulinate synthase  erythroid-specific  mitochondrial,5-aminolevulinate synthase (Fragment),NDE,NDE,Reproductive,NDE,Worker,Worker,Reproductive,NDE,44,9,14,2,380.6666667,1026.333333,neut,0.274715203,0.393630031,neut,neut,0.968470919,0.358945092,cellular organisms,cellular,cellular
LOC105828734,Tyrosine-protein kinase Btk29A,Non-specific protein-tyrosine kinase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,132,13,40,3,628.6666667,1573.333333,neut,0.322201039,0.467945738,neut,neut,0.920898538,0.2724146,cellular organisms,cellular,cellular
LOC105828735,Insulin-like growth factor-binding protein complex acid labile subunit,Uncharacterized protein,NDE,NDE,Reproductive,Reproductive,Worker,Reproductive,Reproductive,Reproductive,23,27,7,2,329.6666667,711.3333333,neut,0.851761402,1.464182094,neut,neut,0.163518087,1.413105619,cellular organisms,cellular,cellular
LOC105828736,Apoptosis inhibitor 5,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,36,3,9,0,412.6666667,1165.333333,neut,0.390439871,0.573584947,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828737,Mediator of RNA polymerase II transcription subunit 7,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,20,0,3,0,191.6666667,489.3333333,neut,0.233520453,0.325710178,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828738,Dynein heavy chain 10  axonemal,Dynein heavy chain 10  axonemal,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828739,Mitochondrial-processing peptidase subunit beta,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,NDE,21,3,4,0,379.3333333,1030.666667,neut,0.320389,0.459587741,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105828740,RNA-binding protein 5-A,RNA-binding protein 5,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,48,0,7,0,730,1922,neut,0.074451423,0.099608295,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828741,Fanconi anemia group M protein,Fanconi anemia group M protein,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,72,51,11,9,942,2805,neut,0.040178428,0.05334695,neut,neut,0.95776674,-0.144169791,cellular organisms,cellular,cellular
LOC105828742,Probable phenylalanine--tRNA ligase alpha subunit,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,74,22,18,13,512.6666667,1521.333333,neut,-0.597390682,-0.709447991,neut,neut,0.06734926,-0.887600239,cellular organisms,cellular,cellular
LOC105828743,Beta-1 4-N-acetylgalactosaminyltransferase bre-4,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,17,17,3,1,273.6666667,692.3333333,neut,0.652311106,1.032976222,neut,neut,0.676027281,1.098612289,cellular organisms,cellular,cellular
LOC105828744,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828745,-,SKI family transcriptional corepressor 1,NDE,NDE,Worker,Worker,NDE,Worker,NDE,Worker,14,10,2,7,245.6666667,636.3333333,neut,-0.63857389,-0.755215594,neut,neut,0.144967123,-1.589235205,Protostomia,bilaterian,bilaterian
LOC105828746,Transcription initiation factor TFIID subunit 4,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,102,14,28,0,798,1872,neut,1.00335095,1.837185995,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828747,-,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,NDE,Worker,NDE,NDE,NDE,124,103,40,27,1195.666667,2992.333333,neut,0.20013916,0.282270629,neut,neut,0.551758492,0.207490011,Arthropoda,insect,insect
LOC105828749,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,NDE,NDE,NDE,NDE,NDE,Worker,NDE,NDE,203,18,39,2,957,2442,neut,0.505055571,0.762740656,neut,neut,0.686730532,0.547580244,cellular organisms,cellular,cellular
LOC105828750,N-alpha-acetyltransferase 25  NatB auxiliary subunit,N-terminal acetyltransferase B complex subunit MDM20,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,56,9,8,0,756,1962,neut,0.660531791,1.043659563,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828751,-,Putative uncharacterized protein (Fragment),NDE,Worker,NDE,NDE,Worker,Worker,NDE,NDE,26,26,9,6,415.3333333,997.6666667,neut,0.28396589,0.409354915,neut,neut,0.6967513,0.405465108,Apocrita,ant,hymenopteran_ant
LOC105828752,Pupal cuticle protein,Putative uncharacterized protein,NDE,NDE,NDE,NDE,NDE,Worker,NDE,Worker,14,5,1,0,143,349,neut,0.56030855,0.855469906,NA,NA,NA,NA,Apocrita,ant,hymenopteran_ant
LOC105828753,-,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,83,16,21,2,1066,2366,neut,0.473221552,0.713167557,neut,neut,0.559799833,0.705123372,Neoptera,ant,hymenopteran_ant
LOC105828754,Etoposide-induced protein 2.4 homolog,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,12,4,1,0,278,670,neut,0.345129789,0.495923593,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105828755,DNA transposase THAP9,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828756,General transcription factor 3C polypeptide 1,General transcription factor 3C polypeptide 1,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,140,62,33,10,1735,5081,neut,0.363869558,0.530273277,neut,neut,0.430830108,0.379414431,Metazoa,bilaterian,bilaterian
LOC105828757,Protein CNPPD1,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,38,11,3,2,350,904,neut,0.076170772,0.101349384,neut,neut,0.744905192,-0.834225779,Eukaryota,eukaryote,eukaryote
LOC105828758,Cytochrome P450 4C1,Cytochrome P450 CYP4AB2,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,NDE,Reproductive,0,0,4,1,252.3333333,656.6666667,neut,-0.432692696,-0.582290406,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105828759,Transmembrane protein 65,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,78,48,18,9,270.3333333,644.6666667,neut,0.251989516,0.355697989,neut,neut,0.806366628,0.207639365,Eukaryota,eukaryote,eukaryote
LOC105828760,-,Putative uncharacterized protein (Fragment),NDE,NDE,Worker,Worker,Reproductive,Reproductive,NDE,Reproductive,32,39,9,10,706.6666667,1855.333333,neut,0.095118911,0.130037632,neut,neut,1,0.092465228,Endopterygota,ant,hymenopteran_ant
LOC105828761,ATP-binding cassette sub-family C member Sur,Cystic fibrosis transmembrane conductance regulator,NDE,NDE,Worker,NDE,Worker,Worker,NDE,Worker,135,69,35,13,1535,3709,neut,0.274944721,0.391889144,neut,neut,0.468107417,0.31923043,cellular organisms,cellular,cellular
LOC105828762,cGMP-dependent protein kinase  isozyme 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,403,80,114,8,604.3333333,1573.666667,pos,0.993892125,1.819810501,pos,neut,0.007879698,1.039846979,cellular organisms,cellular,cellular
LOC105828763,TM2 domain-containing protein CG10795,TM2 domain-containing protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,Worker,6,3,3,2,149,409,neut,-0.221591894,-0.287298657,neut,neut,1,-0.287682072,Eukaryota,eukaryote,eukaryote
LOC105828764,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828765,60 kDa SS-A/Ro ribonucleoprotein,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,18,5,4,1,402.6666667,1148.333333,neut,0.122641625,0.167752797,neut,neut,1,0.105360516,cellular organisms,cellular,cellular
LOC105828766,Protein charybde,Protein charybde,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,Reproductive,11,1,0,0,139.6666667,340.3333333,neut,0.232068374,0.321879913,NA,NA,NA,NA,Bilateria,bilaterian,bilaterian
LOC105828767,Protein phosphatase 1H,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,2,0,0,0,126.6666667,317.3333333,neut,-0.091984849,-0.12034085,NA,NA,NA,NA,Metazoa,bilaterian,bilaterian
LOC105828768,-,Uncharacterized protein,NDE,Reproductive,Worker,Worker,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105828769,Caspase activity and apoptosis inhibitor 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,28,21,7,5,581.3333333,1665.666667,neut,0.115153936,0.157606131,neut,neut,1,0.048790164,Apocrita,ant,hymenopteran_ant
LOC105828770,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,NDE,13,23,3,3,268.6666667,820.3333333,neut,0.436485408,0.648537453,neut,neut,0.84572337,0.570544858,Neoptera,ant,hymenopteran_ant
LOC105828771,Polycomb complex protein BMI-1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,106,49,13,6,1189.333333,3127.666667,neut,0.188755757,0.258605945,neut,neut,1,0.001571092,Eukaryota,eukaryote,eukaryote
LOC105828773,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
